Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação Judicial
ENEVA,ENEV3,16.74,23.91,"33,93%",110640000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
ENERGISA,ENGI11,46.0,11.09,"15,04%",78160000.0,FASE OPERACIONAL
ENERGISA,ENGI3,16.74,11.09,"15,04%",346720.0,FASE OPERACIONAL
ENERGISA,ENGI4,7.24,11.09,"15,04%",451640.0,FASE OPERACIONAL
ENJOEI,ENJU3,10.23,-23.78,"-72,02%",27080000.0,FASE OPERACIONAL
ENERGISA MT,ENMT3,56.01,12.63,"22,34%",236670.0,FASE OPERACIONAL
ENERGISA MT,ENMT4,56.0,12.63,"22,34%",71120.0,FASE OPERACIONAL
EQTL PARA,EQPA3,4.5,9.69,"19,46%",223720.0,FASE OPERACIONAL
EQTL PARA,EQPA5,5.56,9.69,"19,46%",9830.0,FASE OPERACIONAL
EQTL PARA,EQPA7,5.38,9.69,"19,46%",10010.0,FASE OPERACIONAL
EQUATORIAL,EQTL3,25.83,7.84,"26,03%",185860000.0,FASE OPERACIONAL
ESPACOLASER,ESPA3,16.99,48.68,"16,41%",20820000.0,FASE OPERACIONAL
ESTRELA,ESTR4,36.7,5.6,"9,71%",20050.0,FASE OPERACIONAL
ETERNIT,ETER3,31.9,5.45,"32,79%",69620000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
EUCATEX,EUCA3,22.21,7.7,"12,10%",204220.0,FASE OPERACIONAL
EUCATEX,EUCA4,11.45,7.7,"12,10%",3210000.0,FASE OPERACIONAL
EVEN,EVEN3,9.7,3.08,"17,09%",15200000.0,FASE OPERACIONAL
EZTEC,EZTC3,29.63,22.22,"28,91%",79450000.0,FASE OPERACIONAL
FERBASA,FESA3,58.2,11.2,"20,50%",44150.0,FASE OPERACIONAL
FERBASA,FESA4,36.67,11.2,"20,50%",16520000.0,FASE OPERACIONAL
FER HERINGER,FHER3,22.16,4.77,"9,95%",20440000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
FLEURY,FLRY3,27.22,18.07,"18,04%",46790000.0,FASE OPERACIONAL
FRAS-LE,FRAS3,11.46,9.53,"16,16%",3200000.0,FASE OPERACIONAL
METALFRIO,FRIO3,70.99,16.69,"4,39%",30520.0,FASE OPERACIONAL
POMIFRUTAS,FRTA3,7.4,67.44,"9,56%",292920.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
GER PARANAP,GEPA3,36.61,3.66,"95,97%",11980.0,FASE OPERACIONAL
GER PARANAP,GEPA4,38.0,3.66,"95,97%",33140.0,FASE OPERACIONAL
GAFISA,GFSA3,4.28,85.92,"2,27%",29160000.0,FASE OPERACIONAL
GERDAU,GGBR3,28.5,7.96,"16,26%",4390000.0,FASE OPERACIONAL
GERDAU,GGBR4,33.87,7.96,"16,26%",482830000.0,FASE OPERACIONAL
GRUPO MATEUS,GMAT3,7.8,18.29,"6,77%",33870000.0,FASE OPERACIONAL
INTERMEDICA,GNDI3,84.13,46.75,"10,12%",354620000.0,FASE OPERACIONAL
GERDAU MET,GOAU3,14.21,3.06,"16,23%",1020000.0,FASE OPERACIONAL
GERDAU MET,GOAU4,15.04,3.06,"16,23%",154260000.0,FASE OPERACIONAL
GOL,GOLL4,25.5,-6.58,"-52,17%",175700000.0,FASE OPERACIONAL
CELGPAR,GPAR3,58.5,19.02,"86,08%",2970.0,FASE OPERACIONAL
GPC PART,GPCP3,38.26,5.96,"19,28%",5200000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
GPC PART,GPCP4,29.7,5.96,"19,28%",66520.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
GRENDENE,GRND3,9.33,18.69,"17,84%",15750000.0,FASE OPERACIONAL
GENERALSHOPP,GSHP3,42.48,119.59,"16,85%",42750.0,FASE OPERACIONAL
GUARARAPES,GUAR3,18.7,-101.81,"-1,75%",15700000.0,FASE OPERACIONAL
HAGA S/A,HAGA3,3.65,3.85,"27,46%",84150.0,FASE OPERACIONAL
HAGA S/A,HAGA4,3.27,3.85,"27,46%",597020.0,FASE OPERACIONAL
HAPVIDA,HAPV3,15.16,47.99,"13,71%",173200000.0,FASE OPERACIONAL
HELBOR,HBOR3,8.57,25.37,"8,60%",17300000.0,FASE OPERACIONAL
HBR REALTY,HBRE3,15.95,31.45,"78,41%",2490000.0,FASE OPERACIONAL
HIDROVIAS,HBSA3,6.74,37.41,"15,99%",32130000.0,FASE OPERACIONAL
HABITASUL,HBTS5,33.1,6.5,"43,23%",30120.0,FASE OPERACIONAL
HERCULES,HETA4,9.92,-1.91,"-10.655,45%",49060.0,FASE OPERACIONAL
CIA HERING,HGTX3,29.32,53.38,"7,87%",90220000.0,FASE OPERACIONAL
HOTEIS OTHON,HOOT4,2.72,-0.36,"-272,05%",27470.0,FASE OPERACIONAL
HYPERA,HYPE3,35.81,19.31,"32,20%",103830000.0,FASE OPERACIONAL
IGB S/A,IGBR3,13.97,-27.81,"-656,23%",1580000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
IGUATEMI,IGTA3,43.37,26.57,"52,11%",88720000.0,FASE OPERACIONAL
INEPAR,INEP3,53.24,-3.82,"-4.232,60%",1010000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
INEPAR,INEP4,54.41,-3.82,"-4.232,60%",1540000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
INTELBRAS,INTB3,27.39,19.79,"17,62%",30370000.0,FASE OPERACIONAL
JALLESMACHAD,JALL3,8.74,9.79,"40,66%",6840000.0,FASE OPERACIONAL
J B DUARTE,JBDU3,3.26,-3.33,,271120.0,FASE OPERACIONAL
J B DUARTE,JBDU4,2.9,-3.33,,497330.0,FASE OPERACIONAL
JBS,JBSS3,30.09,5.81,"7,91%",416500000.0,FASE OPERACIONAL
JHSF PART,JHSF3,7.35,5.69,"69,99%",41540000.0,FASE OPERACIONAL
JOSAPAR,JOPA3,29.98,6.47,"7,11%",23080.0,FASE OPERACIONAL
JOSAPAR,JOPA4,74.88,6.47,"7,11%",2400.0,FASE OPERACIONAL
JEREISSATI,JPSA3,29.55,13.58,"48,64%",6950000.0,FASE OPERACIONAL
JSL,JSLG3,11.0,21.48,"7,67%",4100000.0,FASE OPERACIONAL
KEPLER WEBER,KEPL3,52.0,11.96,"12,34%",10510000.0,FASE OPERACIONAL
KLABIN S/A,KLBN11,26.06,15.78,"25,45%",224250000.0,FASE OPERACIONAL
KLABIN S/A,KLBN3,5.6,15.78,"25,45%",2180000.0,FASE OPERACIONAL
KLABIN S/A,KLBN4,5.12,15.78,"25,45%",10680000.0,FASE OPERACIONAL
LOJAS AMERIC,LAME3,17.39,29.44,"5,44%",71480000.0,FASE OPERACIONAL
LOJAS AMERIC,LAME4,18.46,29.44,"5,44%",298870000.0,FASE OPERACIONAL
LAVVI,LAVV3,8.0,7.39,"31,04%",11260000.0,FASE OPERACIONAL
LOCAMERICA,LCAM3,26.79,17.61,"17,05%",66860000.0,FASE OPERACIONAL
METAL LEVE,LEVE3,29.89,12.48,"11,29%",13420000.0,FASE OPERACIONAL
LIGHT S/A,LIGT3,17.29,6.91,"12,79%",45070000.0,FASE OPERACIONAL
LINX,LINX3,37.38,-159.21,"-4,79%",29630000.0,FASE OPERACIONAL
ELETROPAR,LIPR3,67.8,33.47,,27060.0,FASE OPERACIONAL
QUERO-QUERO,LJQQ3,19.85,21.35,"10,09%",28990000.0,FASE OPERACIONAL
LE LIS BLANC,LLIS3,3.93,-3.23,"-102,79%",1480000.0,FASE OPERACIONAL
LOG COM PROP,LOGG3,28.81,9.42,"254,89%",12250000.0,FASE OPERACIONAL
LOG-IN,LOGN3,18.8,13.87,"17,68%",15140000.0,FASE OPERACIONAL
LOPES BRASIL,LPSB3,3.88,8.95,"26,03%",4590000.0,FASE OPERACIONAL
LOJAS RENNER,LREN3,44.16,62.41,"8,98%",417870000.0,FASE OPERACIONAL
LUPATECH,LUPA3,8.34,-506.28,"-1,10%",27070000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
TREVISA,LUXM4,71.14,13.57,"14,44%",34340.0,FASE OPERACIONAL
LOCAWEB,LWSA3,22.95,270.45,"7,58%",235820000.0,FASE OPERACIONAL
CEMEPE,MAPT3,37.0,-231.32,,22769.0,FASE OPERACIONAL
CEMEPE,MAPT4,40.0,-231.32,,1440.0,FASE OPERACIONAL
MOBLY,MBLY3,17.0,-36.05,"-5,46%",5150000.0,FASE OPERACIONAL
M.DIASBRANCO,MDIA3,27.49,18.45,"7,44%",36740000.0,FASE OPERACIONAL
MOURA DUBEUX,MDNE3,8.31,-14.25,"-8,39%",2750000.0,FASE OPERACIONAL
IMC S/A,MEAL3,3.81,-2.27,"-50,77%",20610000.0,FASE OPERACIONAL
MELNICK,MELK3,6.15,10.74,"10,28%",3920000.0,FASE OPERACIONAL
MANGELS INDL,MGEL4,15.3,7.66,"16,06%",200360.0,FASE OPERACIONAL
MAGAZ LUIZA,MGLU3,18.53,101.95,"3,68%",724120000.0,FASE OPERACIONAL
MILLS,MILS3,7.83,59.28,"5,78%",15300000.0,FASE OPERACIONAL
MMX MINER,MMXM11,2.1,-746.77,,624060.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
MMX MINER,MMXM3,14.0,-746.77,,7090000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
MUNDIAL,MNDL3,39.8,5.21,"10,96%",67570.0,FASE OPERACIONAL
MINUPAR,MNPR3,14.23,2.67,"14,58%",694590.0,FASE OPERACIONAL
MONT ARANHA,MOAR3,300.0,13.9,"226,69%",233000.0,FASE OPERACIONAL
MOSAICO,MOSI3,19.37,37.11,"21,49%",38860000.0,FASE OPERACIONAL
MOVIDA,MOVI3,17.7,16.85,"17,39%",37510000.0,FASE OPERACIONAL
MARFRIG,MRFG3,18.05,3.8,"11,56%",168690000.0,FASE OPERACIONAL
MRV,MRVE3,16.87,16.25,"10,76%",66970000.0,FASE OPERACIONAL
MELHOR SP,MSPA3,48.0,-5.78,"-56,65%",21231.0,FASE OPERACIONAL
METAL IGUACU,MTIG4,54.12,34.15,"2,72%",9720.0,FASE OPERACIONAL
MITRE REALTY,MTRE3,10.85,12.28,"8,85%",9480000.0,FASE OPERACIONAL
METISA,MTSA4,41.67,3.78,"18,82%",190860.0,FASE OPERACIONAL
MULTIPLAN,MULT3,24.52,16.7,"92,51%",159210000.0,FASE OPERACIONAL
WETZEL S/A,MWET3,41.0,1.81,"31,41%",22230.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
WETZEL S/A,MWET4,12.61,1.81,"31,41%",213080.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
IOCHP-MAXION,MYPK3,17.28,-142.43,"-0,49%",27270000.0,FASE OPERACIONAL
NEOENERGIA,NEOE3,17.44,8.58,"16,39%",34500000.0,FASE OPERACIONAL
NEOGRID,NGRD3,6.46,35.82,"16,52%",28880000.0,FASE OPERACIONAL
NORDON MET,NORD3,20.09,97.98,"106,82%",73260.0,PARALISADA
GRUPO NATURA,NTCO3,50.37,54.7,"3,61%",318760000.0,FASE OPERACIONAL
NUTRIPLANT,NUTR3,240.0,6.72,"6,76%",37750.0,FASE OPERACIONAL
ODONTOPREV,ODPV3,12.95,10.67,"32,09%",17200000.0,FASE OPERACIONAL
OUROFINO S/A,OFSA3,37.68,18.17,"15,28%",1100000.0,FASE OPERACIONAL
OI,OIBR3,1.55,-23.26,"-16,33%",191650000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
OI,OIBR4,2.22,-23.26,"-16,33%",8770000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
OMEGA GER,OMGE3,36.87,22.39,"43,24%",36640000.0,FASE OPERACIONAL
OCEANPACT,OPCT3,8.07,40.36,"6,23%",11510000.0,FASE OPERACIONAL
ORIZON,ORVR3,23.92,28.99,"15,18%",5930000.0,FASE OPERACIONAL
OSX BRASIL,OSXB3,11.5,-7.78,"-4.782,13%",911460.0,FASE OPERACIONAL
IHPARDINI,PARD3,20.9,11.33,"15,19%",9090000.0,FASE OPERACIONAL
PANATLANTICA,PATI3,94.0,6.64,"15,29%",23300.0,FASE OPERACIONAL
PANATLANTICA,PATI4,120.0,6.64,"15,29%",11590.0,FASE OPERACIONAL
P.ACUCAR-CBD,PCAR3,35.38,4.84,"5,73%",273650000.0,FASE OPERACIONAL
PDG REALT,PDGR3,6.33,-3.63,"-130,63%",908820.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
PADTEC,PDTC3,7.45,34.11,"10,49%",2020000.0,FASE OPERACIONAL
PAR AL BAHIA,PEAB3,67.0,0.87,"392,53%",15270.0,FASE OPERACIONAL
PAR AL BAHIA,PEAB4,70.0,0.87,"392,53%",9380.0,FASE OPERACIONAL
PETROBRAS,PETR3,25.42,5.18,"45,61%",636770000.0,FASE OPERACIONAL
PETROBRAS,PETR4,25.95,5.18,"45,61%",2100000000.0,FASE OPERACIONAL
PETZ,PETZ3,21.25,70.36,"7,51%",81650000.0,FASE OPERACIONAL
PROFARMA,PFRM3,6.16,9.86,"2,05%",3220000.0,FASE OPERACIONAL
PAGUE MENOS,PGMN3,11.5,15.41,"5,08%",9900000.0,FASE OPERACIONAL
PLASCAR PART,PLAS3,15.5,-4.34,"-18,61%",229180.0,FASE OPERACIONAL
PLANOEPLANO,PLPL3,5.99,7.27,"17,84%",4460000.0,FASE OPERACIONAL
PARANAPANEMA,PMAM3,14.55,-12.69,"-6,18%",9780000.0,FASE OPERACIONAL
DIMED,PNVL3,18.86,35.96,"3,09%",16030000.0,FASE OPERACIONAL
DIMED,PNVL4,18.86,35.96,"3,09%",273280.0,FASE OPERACIONAL
MARCOPOLO,POMO3,2.59,40.5,"2,58%",654350.0,FASE OPERACIONAL
MARCOPOLO,POMO4,2.82,40.5,"2,58%",18570000.0,FASE OPERACIONAL
POSITIVO TEC,POSI3,12.18,6.04,"13,26%",79170000.0,FASE OPERACIONAL
FOCUS ON,POWE3,14.25,18.54,"2,80%",4760000.0,FASE OPERACIONAL
PETRORIO,PRIO3,18.02,12.68,"51,73%",505240000.0,FASE OPERACIONAL
PRINER,PRNR3,8.02,-19.34,"-6,01%",2000000.0,FASE OPERACIONAL
PORTO VM,PSVM11,6.17,-0.021122299999999997,,37310.0,FASE PRÉ-OPERACIONAL
PORTOBELLO,PTBL3,15.37,17.86,"10,80%",43350000.0,FASE OPERACIONAL
PETTENATI,PTNT3,14.18,10.93,"7,68%",602370.0,FASE OPERACIONAL
PETTENATI,PTNT4,5.05,10.93,"7,68%",145270.0,FASE OPERACIONAL
QUALICORP,QUAL3,27.03,12.3,"32,42%",84110000.0,FASE OPERACIONAL
RAIADROGASIL,RADL3,26.8,45.52,"4,78%",146540000.0,FASE OPERACIONAL
