Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação Judicial
CIELO,CIEL3,3.8,19.25,11.6,101224000.0,[]
CELESC,CLSC3,72.0,5.29,7.7,19326.0,[]
CELESC,CLSC4,67.07,5.02,7.7,426278.0,[]
CEMIG,CMIG3,16.17,7.37,18.8,9566120.0,[]
CEMIG,CMIG4,13.43,6.43,18.8,123914000.0,[]
CSNMINERACAO,CMIN3,9.24,4.95,55.0,113416000.0,[]
CIA ENERG CEARA - COELCE,COCE3,70.0,22.6,6.0,3584.0,[]
CIA ENERG CEARA - COELCE,COCE5,57.49,19.89,6.0,1037510.0,[]
COGNA,COGN3,3.91,-24.81,-11.4,172250000.0,[]
CORREA RIBEIRO SA COM. IND.,CORR4,82.0,-1.18,57.9,0.0,[]
CPFL ENERGIA S.A.,CPFE3,28.92,8.68,17.1,68881400.0,[]
COPEL,CPLE3,5.64,5.03,22.6,11693000.0,[]
COPEL,CPLE6,6.19,5.37,22.6,76514000.0,[]
CR2,CRDE3,24.43,-4.36,-457.5,15035.0,[]
CARREFOUR BR,CRFB3,21.7,10.29,6.8,86855600.0,[]
CRISTAL,CRPG3,62.03,7.75,22.6,2864.0,[]
CRISTAL,CRPG5,70.35,9.06,22.6,941392.0,[]
CRISTAL,CRPG6,66.98,8.53,22.6,254118.0,[]
COSAN SA INDUSTRIA E COMERCIO,CSAN3,22.52,36.73,13.7,179692000.0,[]
CRUZEIRO EDU,CSED3,13.32,25.09,11.4,4620440.0,[]
COPASA MG,CSMG3,17.94,7.08,24.7,36654900.0,[]
CSN,CSNA3,45.23,6.15,34.9,572916000.0,[]
COSERN,CSRN3,16.2,8.6,17.1,50896.0,[]
COSERN,CSRN5,16.86,8.82,17.1,13656.0,[]
COSERN,CSRN6,16.0,8.53,17.1,14631.0,[]
KARSTEN,CTKA3,30.02,25.6,6.7,24573.0,[]
KARSTEN,CTKA4,27.32,24.98,6.7,122871.0,[]
COTEMINAS,CTNM3,11.58,11.23,7.0,5978.0,[]
COTEMINAS,CTNM4,6.15,10.11,7.0,207598.0,[]
SANTANENSE,CTSA3,2.53,37.31,2.7,120691.0,[]
SANTANENSE,CTSA4,2.09,33.72,2.7,84952.0,[]
CURY S/A,CURY3,9.31,9.48,21.5,11182600.0,[]
CVC BRASIL,CVCB3,23.64,-8.24,-160.0,141406000.0,[]
CYRELA BRAZIL REALTY,CYRE3,22.17,15.68,15.1,134884000.0,[]
DIAGNOSTICOS DA AMERICA SA,DASA3,58.09,242.19,1.9,20563200.0,[]
Direcional Engenharia,DIRR3,12.6,7.11,17.6,18349800.0,[]
DOMMO,DMMO3,0.88,-7.61,-12.1,8150480.0,[]
D1000VFARMA,DMVF3,9.26,5.82,7.5,2629900.0,[]
DOHLER,DOHL3,26.8,31.89,10.8,10732.0,[]
DOHLER,DOHL4,6.2,6.76,10.8,174174.0,[]
DTCOM,DTCY3,9.85,-79.75,-11.1,92469.0,[]
DURATEX,DTEX3,22.28,17.2,15.5,47517300.0,[]
ELECTRO AÇO ALTONA S/A,EALT3,15.44,14.26,10.8,38371.0,[]
ELECTRO AÇO ALTONA S/A,EALT4,6.34,7.11,10.8,475679.0,[]
ECORODOVIAS,ECOR3,12.37,8.09,42.6,53293900.0,[]
CEEE,EEEL3,520.0,10.49,35.9,3707.0,[]
CEEE,EEEL4,600.0,12.11,35.9,0.0,[]
ENGIE BRASIL,EGIE3,40.95,8.59,42.8,62978000.0,[]
ELEKTRO ELETRICIDADE E SERVIÇOS S.A.,EKTR3,33.05,8.45,16.3,1799.0,[]
ELEKTRO ELETRICIDADE E SERVIÇOS S.A.,EKTR4,25.05,7.13,16.3,57192.0,[]
ELETROBRÁS,ELET3,42.27,27.01,11.7,250543000.0,[]
ELETROBRÁS,ELET5,64.0,36.66,11.7,15045.0,[]
ELETROBRÁS,ELET6,42.46,27.1,11.7,108881000.0,[]
ELETROMIDIA,ELMD3,17.65,-27.47,-39.6,4547200.0,[]
EMAE,EMAE4,87.8,18.77,34.6,415712.0,[]
EMBRAER,EMBR3,17.05,53.79,2.0,177669000.0,[]
ENAUTA PART,ENAT3,14.87,13.83,25.2,28475800.0,[]
EDP ENERGIAS DO BRASIL S/A,ENBR3,18.94,5.75,20.8,66983600.0,[]
ENEVA,ENEV3,16.99,26.97,30.5,106988000.0,[]
ENERGISA,ENGI11,46.79,9.82,15.4,75318700.0,[]
ENERGISA,ENGI3,17.45,14.36,15.4,323599.0,[]
ENERGISA,ENGI4,7.3,8.66,15.4,383888.0,[]
ENJOEI,ENJU3,10.79,,,25609600.0,[]
ENERGISA MT,ENMT3,57.0,12.87,22.2,77373.0,[]
ENERGISA MT,ENMT4,57.5,12.96,22.2,32800.0,[]
EQTL PARA,EQPA3,4.54,7.99,23.7,268111.0,[]
EQTL PARA,EQPA5,5.56,9.54,23.7,10292.0,[]
EQTL PARAC,EQPA7,5.38,9.27,23.7,9323.0,[]
EQUATORIAL ENERGIA S.A.,EQTL3,25.77,7.6,26.8,190700000.0,[]
ESPACOLASER,ESPA3,17.11,48.6,16.5,19308300.0,[]
ESTRELA,ESTR4,36.7,6.08,9.4,27228.0,[]
ETERNIT,ETER3,31.93,8.61,20.8,82901200.0,['RECUPERAÇÃO JUDICIAL']
EUCATEX,EUCA3,21.98,8.3,15.2,305237.0,[]
EUCATEX,EUCA4,11.18,4.93,15.2,4872710.0,[]
Even,EVEN3,9.57,3.13,16.3,14076700.0,[]
EZTec,EZTC3,29.5,26.25,24.3,74738700.0,[]
FERBASA,FESA3,59.36,13.57,22.5,63697.0,[]
FERBASA,FESA4,35.75,8.41,22.5,17942100.0,[]
Fer Heringer,FHER3,22.97,5.12,9.6,27832500.0,['RECUPERAÇÃO JUDICIAL']
FLEURY,FLRY3,27.11,17.71,18.3,46477400.0,[]
FRAS-LE S.A.,FRAS3,11.35,12.0,12.7,3136210.0,[]
Metalfrio,FRIO3,70.99,22.54,3.3,24519.0,[]
POMIFRUTAS,FRTA3,7.64,-1206.92,-0.5,440913.0,['RECUPERAÇÃO JUDICIAL']
"DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA",GEPA3,36.61,3.72,92.7,5984.0,[]
"DUKE ENERGY INT,GERAÇÃO PARANAPANEMA SA",GEPA4,36.91,3.74,92.7,34337.0,[]
GAFISA,GFSA3,4.14,27.91,6.8,21616200.0,[]
GERDAU S.A.,GGBR3,27.55,8.03,14.2,4740060.0,[]
GERDAU S.A.,GGBR4,32.89,9.3,14.2,495126000.0,[]
GRUPO MATEUS,GMAT3,7.92,18.31,6.9,37062700.0,[]
INTERMEDICA,GNDI3,87.23,44.59,11.0,328905000.0,[]
METALÚRGICA GERDAU,GOAU3,13.89,3.36,14.2,1208080.0,[]
METALÚRGICA GERDAU,GOAU4,14.74,3.49,14.2,149081000.0,[]
GOL LINHAS AEREAS INTELIGENTES SA,GOLL4,25.03,-10.99,-34.9,168337000.0,[]
CELGPAR,GPAR3,58.5,,,4382.0,[]
GPC PARTICIPACOES SA,GPCP3,39.13,13.7,8.7,7022600.0,[]
GRENDENE SA,GRND3,9.34,15.68,21.3,18958700.0,[]
Generalshopp,GSHP3,42.0,169.54,11.9,54042.0,[]
GUARARAPES CONFECÇÕES,GUAR3,18.58,-38.79,-4.6,16500500.0,[]
HAGA,HAGA3,3.61,11.99,9.4,125337.0,[]
HAGA,HAGA4,2.99,9.91,9.4,959261.0,[]
HAPVIDA,HAPV3,15.6,49.73,13.6,175130000.0,[]
Helbor,HBOR3,8.36,105.37,2.0,17649800.0,[]
HBR REALTY,HBRE3,16.06,26.85,92.4,2401580.0,[]
HIDROVIAS,HBSA3,6.7,44.72,13.3,32173500.0,[]
CIA HABITASUL,HBTS5,33.1,5.35,70.4,32139.0,[]
HERCULES S/A,HETA4,10.0,-14985.5,-1.4,72187.0,[]
CIA HERING,HGTX3,29.22,164.26,2.5,123470000.0,[]
HOTEIS OTHON S.A.,HOOT4,2.73,-0.9,-259.5,40463.0,['RECUPERAÇÃO JUDICIAL']
HYPERA,HYPE3,35.68,22.72,27.3,97493400.0,[]
GRADIENTE,IGBR3,13.82,,,1018010.0,['RECUPERAÇÃO JUDICIAL']
IGUATEMI,IGTA3,42.44,29.64,45.9,94907400.0,[]
INEPAR S/A,INEP3,55.4,-4.07,,1456900.0,['RECUPERAÇÃO JUDICIAL']
INEPAR S/A,INEP4,59.5,-4.19,,2194320.0,['RECUPERAÇÃO JUDICIAL']
INTELBRAS,INTB3,27.3,27.01,12.9,34817000.0,[]
JALLESMACHAD,JALL3,8.74,,,6058000.0,[]
J B DUARTE,JBDU3,3.29,-70.67,,374963.0,[]
J B DUARTE,JBDU4,2.8,-62.91,,695057.0,[]
JBS,JBSS3,30.05,5.96,7.7,451734000.0,[]
JHSF Part,JHSF3,7.38,6.72,59.5,40660300.0,[]
JOSAPAR S/A,JOPA3,30.0,6.43,7.1,16561.0,[]
JOSAPAR S/A,JOPA4,74.88,10.48,7.1,1148.0,[]
JEREISSATI PARTICIPACOES,JPSA3,28.8,15.23,42.7,8363530.0,[]
JULIO SIMOES,JSLG3,10.83,26.4,13.9,4194860.0,[]
KEPLER WEBER SA,KEPL3,51.0,13.14,11.0,11210500.0,[]
KLABIN,KLBN11,26.07,17.51,22.7,175164000.0,[]
KLABIN,KLBN3,5.63,18.31,22.7,1821410.0,[]
KLABIN,KLBN4,5.14,17.37,22.7,8612570.0,[]
LOJAS AMERICANAS S.A.,LAME3,18.24,23.61,6.8,75478300.0,[]
LOJAS AMERICANAS S.A.,LAME4,19.48,25.13,6.8,249376000.0,[]
LAVVI,LAVV3,7.79,7.17,30.4,11734700.0,[]
LOCAMERICA,LCAM3,27.29,17.87,17.0,62865800.0,[]
MAHLE METAL LEVE,LEVE3,28.63,8.04,16.8,17462400.0,[]
LIGHT SA,LIGT3,17.32,6.53,13.5,40580000.0,[]
LINX,LINX3,37.41,51.51,14.8,16901800.0,[]
LIGHTPAR,LIPR3,74.99,-138.78,,37609.0,[]
QUERO-QUERO,LJQQ3,19.89,19.32,11.2,26778200.0,[]
LE LIS BLANC DEUX,LLIS3,4.0,-5.69,-58.4,2193680.0,[]
LOG COM PROP,LOGG3,28.69,31.65,75.6,11964600.0,[]
Log-In,LOGN3,18.57,19.84,12.3,16778400.0,[]
LOPES BRASIL,LPSB3,3.87,9.12,25.5,5016310.0,[]
RENNER,LREN3,44.02,65.09,8.6,435052000.0,[]
LUPATECH,LUPA3,8.28,-14.93,-38.7,41703600.0,['RECUPERAÇÃO JUDICIAL']
TREVISA INVESTIMENTOS SA,LUXM4,71.14,27.66,12.7,42489.0,[]
LOCAWEB,LWSA3,24.68,293.21,7.6,221732000.0,[]
CIA MARCOPOLO,MAPT3,37.0,-255.66,,361.0,[]
CIA MARCOPOLO,MAPT4,40.0,-276.39,,2275.0,[]
MOBLY,MBLY3,17.11,-38.81,-5.1,3394160.0,[]
M.DIASBRANCO,MDIA3,28.14,31.91,4.4,40813100.0,[]
MOURA DUBEUX,MDNE3,8.32,10.69,11.2,3181120.0,[]
IMC S/A,MEAL3,3.79,-6.19,-18.5,17834000.0,[]
MELNICK,MELK3,6.15,10.07,11.0,4290420.0,[]
MANGELS,MGEL4,16.65,13.04,9.9,244310.0,[]
MAGAZ LUIZA,MGLU3,20.0,147.81,2.7,550658000.0,[]
MILLS,MILS3,7.98,56.05,6.2,18581700.0,[]
MMX MINER,MMXM3,14.0,18.64,,9843050.0,['RECUPERAÇÃO JUDICIAL']
MUNDIAL S/A,MNDL3,41.0,5.66,10.2,101121.0,[]
MINUPAR,MNPR3,14.68,2.03,19.8,825980.0,[]
MONTEIRO ARANHA,MOAR3,300.0,-88.3,-35.7,54731.0,[]
MOSAICO SA,MOSI3,19.7,37.66,21.6,34167000.0,[]
MOVIDA,MOVI3,18.05,19.87,14.9,38709100.0,[]
Marfrig,MRFG3,17.99,3.63,12.1,172654000.0,[]
MRV,MRVE3,16.97,14.92,11.8,66262000.0,[]
MELHORAMENTOS,MSPA3,48.0,-8.41,-39.4,337.0,[]
IGUAÇU,MTIG4,54.12,-6.13,-14.0,12100.0,[]
MITRE REALTY,MTRE3,10.87,11.36,9.6,8713480.0,[]
METISA,MTSA4,41.92,6.59,12.2,212784.0,[]
Multiplan,MULT3,24.62,35.87,45.6,129465000.0,[]
WETZEL S.A.,MWET3,41.0,-19.38,-4.2,21813.0,['RECUPERAÇÃO JUDICIAL']
WETZEL S.A.,MWET4,12.62,-10.6,-4.2,300904.0,['RECUPERAÇÃO JUDICIAL']
IOCHPE-MAXION,MYPK3,17.2,38.2,1.8,27849500.0,[]
NEOENERGIA,NEOE3,18.05,7.77,18.4,36344700.0,[]
NEOGRID,NGRD3,6.5,35.5,16.8,20589400.0,[]
NORDON INDS METALURGICAS SA,NORD3,20.03,-184.05,-56.7,96768.0,[]
GRUPO NATURA,NTCO3,50.87,31.53,6.3,294071000.0,[]
NUTRIPLANT,NUTR3,240.0,9.38,4.8,58531.0,[]
ODONTOPREV,ODPV3,12.82,9.55,35.4,14840000.0,[]
OUROFINO S/A,OFSA3,36.61,15.52,17.4,1445890.0,[]
OI,OIBR3,1.52,-10.26,-49.4,159579000.0,['RECUPERAÇÃO JUDICIAL']
OI,OIBR4,2.22,-11.5,-49.4,7152220.0,['RECUPERAÇÃO JUDICIAL']
OMEGA GER,OMGE3,37.88,28.98,33.9,30455200.0,[]
OCEANPACT,OPCT3,7.88,95.05,2.6,10900200.0,[]
ORIZON,ORVR3,24.3,34.36,13.0,5671820.0,[]
OSX BRASIL,OSXB3,11.01,-121.76,-299.0,1067410.0,[]
IHPARDINI,PARD3,21.12,10.22,17.0,7742270.0,[]
PANATLANTICA,PATI3,94.0,6.59,15.2,28695.0,[]
PANATLANTICA,PATI4,120.0,8.37,15.2,13276.0,[]
PÃO DE AÇÚCAR,PCAR3,36.01,3.55,9.3,225501000.0,[]
PDG REALT,PDGR3,6.46,-37.61,-12.6,1025830.0,['RECUPERAÇÃO JUDICIAL']
PADTEC,PDTC3,7.34,42.21,8.4,2890640.0,[]
CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA,PEAB3,67.0,-16.71,-37.4,23880.0,[]
CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA,PEAB4,70.0,-17.78,-37.4,11061.0,[]
PETROBRAS,PETR3,25.68,6.25,37.8,462944000.0,[]
PETROBRAS,PETR4,26.39,6.34,37.8,1704770000.0,[]
PETZ,PETZ3,21.52,60.6,8.8,81731300.0,[]
PROFARMA,PFRM3,6.22,5.68,3.6,2957320.0,[]
PAGUE MENOS,PGMN3,11.56,15.65,5.0,11849300.0,[]
PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A,PLAS3,15.39,-4.56,-17.7,305973.0,[]
PLANOEPLANO,PLPL3,5.98,4.33,29.9,5596240.0,[]
PARANAPANEMA S.A.,PMAM3,15.67,-89.72,-0.9,15407900.0,[]
PANVEL FARMÁCIAS,PNVL3,19.61,43.7,2.6,16988200.0,[]
PANVEL FARMÁCIAS,PNVL4,19.6,43.68,2.6,284415.0,[]
MARCOPOLO,POMO3,2.58,22.15,4.5,614339.0,[]
MARCOPOLO,POMO4,2.84,23.7,4.5,15500900.0,[]
POSITIVO INF,POSI3,11.67,17.7,4.4,117614000.0,[]
FOCUS,POWE3,14.73,15.18,3.7,2860840.0,[]
PETRORIO,PRIO3,19.2,24.05,29.1,411952000.0,[]
PRINER,PRNR3,8.0,-39.95,-2.9,2665770.0,[]
PORTOBELLO S/A,PTBL3,14.4,16.85,10.8,52811600.0,[]
PETTENATI,PTNT3,14.0,17.88,7.4,881079.0,[]
PETTENATI,PTNT4,5.09,8.08,7.4,195602.0,[]
QUALICORP,QUAL3,27.63,9.91,41.1,80582800.0,[]
RAIADROGASIL,RADL3,28.1,47.12,4.8,139147000.0,[]
RUMO S.A.,RAIL3,20.8,25.49,27.1,170876000.0,[]
CELULOSE IRANI,RANI3,7.46,9.93,18.7,19852900.0,[]
RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,RAPT3,12.48,7.78,12.6,294326.0,[]
RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,RAPT4,15.12,8.96,12.6,39138600.0,[]
RECRUSUL,RCSL4,1.67,91.82,3.6,5446750.0,[]
RNI,RDNI3,11.1,40378.4,0.0,557150.0,[]
REDE D OR,RDOR3,73.15,67.42,14.9,140282000.0,[]
REDE EMPRESAS DE ENERGIA ELÉTRICA S.A.,REDE3,7.97,10.36,18.6,277170.0,[]
LOCALIZA RENT A CAR,RENT3,64.25,27.99,19.3,313444000.0,[]
RENOVA,RNEW11,13.2,-24.18,-95.9,130872.0,['RECUPERAÇÃO JUDICIAL']
RENOVA,RNEW3,4.76,-24.64,-95.9,152951.0,['RECUPERAÇÃO JUDICIAL']
RENOVA,RNEW4,4.15,-23.85,-95.9,227029.0,['RECUPERAÇÃO JUDICIAL']
ROMI,ROMI3,26.65,18.9,11.5,48390600.0,[]
REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A,RPMG3,4.77,-1.05,-20.1,1763800.0,['RECUPERAÇÃO JUDICIAL']
3R PETROLEUM,RRRP3,38.92,,,70301600.0,[]
ROSSI RESIDENCIAL,RSID3,10.5,-16.88,-56.6,1525200.0,[]
METALURGICA RIOSULENSE S/A,RSUL4,260.0,3.65,18.3,122428.0,[]
SANEPAR,SAPR11,20.66,5.21,36.2,41195400.0,[]
SANEPAR,SAPR3,4.11,5.19,36.2,2709370.0,[]
SANEPAR,SAPR4,4.18,5.25,36.2,17639500.0,[]
GRUPO SBF,SBFG3,29.5,-106.62,-3.0,31741200.0,[]
SABESP,SBSP3,42.2,9.5,24.2,125605000.0,[]
SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A.,SCAR3,40.87,15.34,63.4,598800.0,[]
SER EDUCA,SEER3,14.1,9.58,15.0,9844010.0,[]
SEQUOIA LOG,SEQL3,21.85,86.99,3.3,24658000.0,[]
Springs,SGPS3,11.33,16.12,5.0,1526130.0,[]
TIME FOR FUN,SHOW3,5.03,-4.04,-644.4,4585680.0,[]
SCHULZ,SHUL4,10.29,20.67,8.9,5454430.0,[]
SIMPAR,SIMH3,48.92,16.43,13.8,24914300.0,[]
SLC Agricola,SLCE3,47.75,9.1,24.7,70634200.0,[]
EDITORA SARAIVA,SLED3,1.01,-3.22,-74.9,955660.0,['RECUPERAÇÃO JUDICIAL']
EDITORA SARAIVA,SLED4,0.57,-2.94,-74.9,1276070.0,['RECUPERAÇÃO JUDICIAL']
SMILES,SMLS3,21.94,11.15,33.6,41240100.0,[]
SAO MARTINHO,SMTO3,33.13,14.76,25.5,36980200.0,[]
SANSUY S.A. INDÚSTRIA DE PLÁSTICOS,SNSY5,6.5,-5.27,-5.9,178506.0,[]
GRUPO SOMA,SOMA3,13.36,4570.15,0.1,45196800.0,[]
SONDOTECNICA S/A.,SOND3,40.2,47.2,1.9,666.0,[]
SONDOTECNICA S/A.,SOND5,52.74,71.88,1.9,5465.0,[]
SONDOTECNICA S/A.,SOND6,58.0,82.23,1.9,1213.0,[]
SINQIA,SQIA3,22.23,116.56,5.6,13733100.0,[]
SBPAR,STBP3,8.32,69.36,9.2,51310400.0,[]
Suzano Papel,SUZB3,64.3,16.01,29.7,472104000.0,[]
TAESA,TAEE11,39.99,7.32,69.4,89645100.0,[]
TAESA,TAEE3,13.34,7.33,69.4,1497310.0,[]
TAESA,TAEE4,13.37,7.34,69.4,3522130.0,[]
TAURUS ARMAS,TASA3,24.42,5.42,27.4,2430240.0,[]
TAURUS ARMAS,TASA4,25.23,5.56,27.4,53310400.0,[]
TECNOSOLO S/A,TCNO3,2.47,-11.69,,347919.0,['RECUPERAÇÃO JUDICIAL']
TECNOSOLO S/A,TCNO4,1.99,-10.94,,544150.0,['RECUPERAÇÃO JUDICIAL']
TECNISA,TCSA3,7.66,-9.19,-54.6,10581100.0,[]
TECHNOS,TECN3,2.23,7.35,11.4,7195970.0,[]
TEKA S.A.,TEKA3,49.0,-255.01,-1.5,5100.0,['RECUPERAÇÃO JUDICIAL']
TEKA S.A.,TEKA4,17.59,-247.79,-1.5,153072.0,['RECUPERAÇÃO JUDICIAL']
TELEBRAS,TELB3,74.5,-14.22,-113.5,49537.0,[]
TELEBRAS,TELB4,30.76,-4.57,-113.5,260298.0,[]
Tenda,TEND3,23.87,6.54,15.6,25124900.0,[]
TERRA SANTA,TESA3,43.97,9.53,15.8,1720890.0,[]
TRACK FIELD,TFCO4,12.51,247.4,17.4,1414290.0,[]
Tegma,TGMA3,22.65,14.21,10.7,10205800.0,[]
TIM,TIMS3,12.05,8.51,18.5,71571500.0,[]
TEKNO,TKNO4,59.0,6.05,12.4,6064.0,[]
TOTVS,TOTS3,32.55,16.09,41.2,129738000.0,[]
TRIUNFO PARTICIPACOES SA,TPIS3,3.42,-25.5,-9.5,21381800.0,[]
Trisul,TRIS3,10.1,10.45,20.7,11177100.0,[]
TRANSMISSÃO PAULISTA,TRPL3,30.59,6.09,100.8,218274.0,[]
TRANSMISSÃO PAULISTA,TRPL4,26.96,5.5,100.8,41222100.0,[]
TUPY,TUPY3,26.25,14.21,7.0,34670400.0,[]
RENAUX,TXRX3,33.42,31.2,12.5,16759.0,[]
RENAUX,TXRX4,9.51,22.9,12.5,54752.0,[]
UNICASA,UCAS3,4.85,12.85,12.0,919514.0,[]
