Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação Judicial
Multiplan,MULT3,24.52,35.74,45.6,132891000.0,[]
WETZEL S.A.,MWET3,41.0,-19.38,-4.2,20799.0,['RECUPERAÇÃO JUDICIAL']
WETZEL S.A.,MWET4,12.61,-10.6,-4.2,285210.0,['RECUPERAÇÃO JUDICIAL']
IOCHPE-MAXION,MYPK3,17.28,38.27,1.8,27514800.0,[]
NEOENERGIA,NEOE3,17.44,7.65,18.4,35797900.0,[]
NEOGRID,NGRD3,6.46,35.24,16.8,20378400.0,[]
NORDON INDS METALURGICAS SA,NORD3,20.09,-184.48,-56.7,92509.0,[]
GRUPO NATURA,NTCO3,50.37,31.25,6.3,294332000.0,[]
NUTRIPLANT,NUTR3,240.0,9.38,4.8,55809.0,[]
ODONTOPREV,ODPV3,12.95,9.66,35.4,15080800.0,[]
OUROFINO S/A,OFSA3,37.68,15.94,17.4,1354810.0,[]
OI,OIBR3,1.55,-10.31,-49.4,162571000.0,['RECUPERAÇÃO JUDICIAL']
OI,OIBR4,2.22,-11.5,-49.4,7061060.0,['RECUPERAÇÃO JUDICIAL']
OMEGA GER,OMGE3,36.87,28.53,33.9,29937200.0,[]
OCEANPACT,OPCT3,8.07,97.36,2.6,10530400.0,[]
ORIZON,ORVR3,23.92,33.83,13.0,5467590.0,[]
OSX BRASIL,OSXB3,11.5,-121.8,-299.0,1253390.0,[]
IHPARDINI,PARD3,20.9,10.12,17.0,7923200.0,[]
PANATLANTICA,PATI3,94.0,6.59,15.2,27654.0,[]
PANATLANTICA,PATI4,120.0,8.37,15.2,13938.0,[]
PÃO DE AÇÚCAR,PCAR3,35.38,3.5,9.3,229064000.0,[]
PDG REALT,PDGR3,6.33,-37.57,-12.6,1015150.0,['RECUPERAÇÃO JUDICIAL']
PADTEC,PDTC3,7.45,42.82,8.4,2738750.0,[]
CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA,PEAB3,67.0,-16.71,-37.4,22769.0,[]
CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA,PEAB4,70.0,-17.78,-37.4,10710.0,[]
PETROBRAS,PETR3,25.42,6.22,37.8,463113000.0,[]
PETROBRAS,PETR4,25.95,6.28,37.8,1675940000.0,[]
PETZ,PETZ3,21.25,59.84,8.8,77085800.0,[]
PROFARMA,PFRM3,6.16,5.64,3.6,3011450.0,[]
PAGUE MENOS,PGMN3,11.5,15.57,5.0,11678700.0,[]
PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A,PLAS3,15.5,-4.58,-17.7,291431.0,[]
PLANOEPLANO,PLPL3,5.99,4.34,29.9,5649490.0,[]
PARANAPANEMA S.A.,PMAM3,14.55,-88.55,-0.9,14364400.0,[]
PANVEL FARMÁCIAS,PNVL3,18.86,42.2,2.6,16686100.0,[]
PANVEL FARMÁCIAS,PNVL4,18.86,42.2,2.6,268382.0,[]
MARCOPOLO,POMO3,2.59,22.21,4.5,603822.0,[]
MARCOPOLO,POMO4,2.82,23.58,4.5,15754000.0,[]
POSITIVO INF,POSI3,12.18,18.36,4.4,112230000.0,[]
FOCUS,POWE3,14.25,14.16,3.7,2773460.0,[]
PETRORIO,PRIO3,18.02,22.53,29.1,427679000.0,[]
PRINER,PRNR3,8.02,-40.06,-2.9,2572350.0,[]
PORTOBELLO S/A,PTBL3,15.37,17.78,10.8,51602400.0,[]
PETTENATI,PTNT3,14.18,18.08,7.4,838636.0,[]
PETTENATI,PTNT4,5.05,8.04,7.4,189339.0,[]
QUALICORP,QUAL3,27.03,9.71,41.1,78030800.0,[]
RAIADROGASIL,RADL3,26.8,44.98,4.8,137250000.0,[]
RUMO S.A.,RAIL3,19.97,24.72,27.1,166891000.0,[]
CELULOSE IRANI,RANI3,7.52,10.0,18.7,19201100.0,[]
RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,RAPT3,12.64,7.85,12.6,281793.0,[]
RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,RAPT4,14.83,8.83,12.6,38792400.0,[]
RECRUSUL,RCSL4,1.65,90.68,3.6,5280680.0,[]
RNI,RDNI3,10.94,40060.0,0.0,531422.0,[]
REDE D OR,RDOR3,74.4,68.5,14.9,135779000.0,[]
REDE EMPRESAS DE ENERGIA ELÉTRICA S.A.,REDE3,7.98,10.37,18.6,264775.0,[]
LOCALIZA RENT A CAR,RENT3,62.88,27.47,19.3,308620000.0,[]
RENOVA,RNEW11,13.0,-24.09,-95.9,128115.0,['RECUPERAÇÃO JUDICIAL']
RENOVA,RNEW3,4.73,-24.61,-95.9,145799.0,['RECUPERAÇÃO JUDICIAL']
RENOVA,RNEW4,4.17,-23.88,-95.9,223462.0,['RECUPERAÇÃO JUDICIAL']
ROMI,ROMI3,26.6,18.87,11.5,48346500.0,[]
REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A,RPMG3,4.78,-1.05,-20.1,1702100.0,['RECUPERAÇÃO JUDICIAL']
3R PETROLEUM,RRRP3,36.43,,,66447400.0,[]
ROSSI RESIDENCIAL,RSID3,10.61,-16.92,-56.6,1505110.0,[]
METALURGICA RIOSULENSE S/A,RSUL4,237.9,3.34,18.3,83702.0,[]
SANEPAR,SAPR11,20.46,5.17,36.2,41445200.0,[]
SANEPAR,SAPR3,4.08,5.16,36.2,2693130.0,[]
SANEPAR,SAPR4,4.13,5.2,36.2,18176900.0,[]
GRUPO SBF,SBFG3,28.75,-104.38,-3.0,35375200.0,[]
SABESP,SBSP3,41.56,9.4,24.2,132518000.0,[]
SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A.,SCAR3,40.88,15.34,63.4,569802.0,[]
SER EDUCA,SEER3,14.22,9.66,15.0,9717810.0,[]
SEQUOIA LOG,SEQL3,21.35,85.22,3.3,24028400.0,[]
Springs,SGPS3,11.32,16.11,5.0,1526140.0,[]
TIME FOR FUN,SHOW3,4.8,-3.8,-644.4,4225150.0,[]
SCHULZ,SHUL4,10.2,20.52,8.9,5251880.0,[]
SIMPAR,SIMH3,49.09,16.46,13.8,24423300.0,[]
SLC Agricola,SLCE3,48.39,9.21,24.7,68733300.0,[]
EDITORA SARAIVA,SLED3,1.0,-3.22,-74.9,913965.0,['RECUPERAÇÃO JUDICIAL']
EDITORA SARAIVA,SLED4,0.56,-2.94,-74.9,1229460.0,['RECUPERAÇÃO JUDICIAL']
SMILES,SMLS3,22.27,11.37,33.6,43133200.0,[]
SAO MARTINHO,SMTO3,32.73,14.63,25.5,37051400.0,[]
SANSUY S.A. INDÚSTRIA DE PLÁSTICOS,SNSY5,6.41,-5.25,-5.9,174060.0,[]
GRUPO SOMA,SOMA3,13.41,4587.7,0.1,43605100.0,[]
SONDOTECNICA S/A.,SOND3,40.2,47.2,1.9,635.0,[]
SONDOTECNICA S/A.,SOND5,52.74,71.88,1.9,5211.0,[]
SONDOTECNICA S/A.,SOND6,58.0,82.23,1.9,1156.0,[]
SINQIA,SQIA3,22.44,117.71,5.6,13462500.0,[]
SBPAR,STBP3,8.27,68.9,9.2,51063500.0,[]
Suzano Papel,SUZB3,64.85,16.09,29.7,477383000.0,[]
TAESA,TAEE11,39.52,7.26,69.4,90523500.0,[]
TAESA,TAEE3,13.1,7.23,69.4,1468430.0,[]
TAESA,TAEE4,13.16,7.25,69.4,3541220.0,[]
TAURUS ARMAS,TASA3,24.28,5.39,27.4,2583240.0,[]
TAURUS ARMAS,TASA4,24.15,5.37,27.4,55641000.0,[]
TECNOSOLO S/A,TCNO3,2.52,-11.76,,330607.0,['RECUPERAÇÃO JUDICIAL']
TECNOSOLO S/A,TCNO4,1.96,-10.89,,514442.0,['RECUPERAÇÃO JUDICIAL']
TECNISA,TCSA3,7.77,-9.27,-54.6,10655400.0,[]
TECHNOS,TECN3,2.22,7.32,11.4,6964560.0,[]
TEKA S.A.,TEKA3,49.0,-255.01,-1.5,5245.0,['RECUPERAÇÃO JUDICIAL']
TEKA S.A.,TEKA4,17.35,-247.73,-1.5,153377.0,['RECUPERAÇÃO JUDICIAL']
TELEBRAS,TELB3,72.0,-13.67,-113.5,47917.0,[]
TELEBRAS,TELB4,30.34,-4.48,-113.5,244365.0,[]
Tenda,TEND3,23.85,6.54,15.6,24623500.0,[]
TERRA SANTA,TESA3,44.17,9.55,15.8,1639290.0,[]
TRACK FIELD,TFCO4,12.8,253.15,17.4,1436790.0,[]
Tegma,TGMA3,22.6,14.18,10.7,10335300.0,[]
TIM,TIMS3,11.9,8.4,18.5,70934600.0,[]
TEKNO,TKNO4,59.0,6.05,12.4,5782.0,[]
TOTVS,TOTS3,30.88,15.23,41.2,127726000.0,[]
TRIUNFO PARTICIPACOES SA,TPIS3,3.22,-25.12,-9.5,20037000.0,[]
Trisul,TRIS3,10.08,10.43,20.7,11005000.0,[]
TRANSMISSÃO PAULISTA,TRPL3,30.45,6.07,100.8,209881.0,[]
TRANSMISSÃO PAULISTA,TRPL4,26.59,5.44,100.8,41149500.0,[]
TUPY,TUPY3,26.33,14.24,7.0,33855300.0,[]
RENAUX,TXRX3,36.99,32.44,12.5,15902.0,[]
RENAUX,TXRX4,9.55,22.92,12.5,52089.0,[]
UNICASA,UCAS3,4.94,13.15,12.0,883760.0,[]
