Empresa,Ticker,Cotação,EV/EBIT,M.EBIT,Volume Médio,Situação
KLABIN S/A,KLBN3,5.1,6.91,36.29,654920.0,FASE OPERACIONAL
KLABIN S/A,KLBN4,4.3,6.91,36.29,2650000.0,FASE OPERACIONAL
KORA SAUDE,KRSA3,3.3,26.0,10.85,2060000.0,FASE OPERACIONAL
TERRASANTAPA,LAND3,29.9,64.3,50.80,857410.0,FASE OPERACIONAL
LAVVI,LAVV3,5.18,3.32,27.45,5410000.0,FASE OPERACIONAL
LOCAMERICA,LCAM3,24.48,10.23,30.36,57630000.0,FASE OPERACIONAL
METAL LEVE,LEVE3,26.55,4.66,19.21,8560000.0,FASE OPERACIONAL
LIGHT S/A,LIGT3,8.52,8.87,8.14,30720000.0,FASE OPERACIONAL
ELETROPAR,LIPR3,65.99,28.98,,22280.0,FASE OPERACIONAL
QUERO-QUERO,LJQQ3,8.29,11.81,6.82,27830000.0,FASE OPERACIONAL
LE LIS BLANC,LLIS3,1.56,-2.85,-69.12,598830.0,FASE OPERACIONAL
LOG COM PROP,LOGG3,22.89,8.99,258.96,9950000.0,FASE OPERACIONAL
LOG-IN,LOGN3,34.12,14.32,21.17,12840000.0,FASE OPERACIONAL
LOPES BRASIL,LPSB3,2.86,9.09,16.78,4390000.0,FASE OPERACIONAL
LOJAS RENNER,LREN3,28.19,22.91,9.75,347190000.0,FASE OPERACIONAL
LUPATECH,LUPA3,4.66,-8.55,-28.74,3940000.0,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE
TREVISA,LUXM4,83.0,16.85,18.71,52580.0,FASE OPERACIONAL
WDC NETWORKS,LVTC3,8.58,4.01,12.40,4820000.0,FASE OPERACIONAL
LOCAWEB,LWSA3,7.09,179.05,1.71,126630000.0,FASE OPERACIONAL
CEMEPE,MAPT4,14.17,-99.56,,67443.0,FASE OPERACIONAL
MATER DEI,MATD3,9.08,12.38,22.47,7270000.0,FASE OPERACIONAL
MOBLY,MBLY3,3.5,-4.19,-11.68,4980000.0,FASE OPERACIONAL
M.DIASBRANCO,MDIA3,25.96,22.49,5.20,37680000.0,FASE OPERACIONAL
MOURA DUBEUX,MDNE3,6.19,6.26,11.03,1420000.0,FASE OPERACIONAL
