Ticker,Cotação,VARIAÇÃO (12M),P/L,P/VP,DY,carteira investidor 10,P/RECEITA (PSR),DIVIDEND YIELD ,PAYOUT,MARGEM LÍQUIDA,MARGEM BRUTA,MARGEM EBIT,MARGEM EBITDA,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO CIRC LIQ,VPA,LPA,GIRO ATIVOS,ROE,ROIC,ROA,DÍVIDA LÍQUIDA / PATRIMÔNIO,DÍVIDA LÍQUIDA / EBITDA,DÍVIDA LÍQUIDA / EBIT,DÍVIDA BRUTA / PATRIMÔNIO,PATRIMÔNIO / ATIVOS,PASSIVOS / ATIVOS,LIQUIDEZ CORRENTE,CAGR RECEITAS 5 ANOS,Valor de mercado,Valor de firma,Patrimônio Líquido,Nº total de papeis,Ativos,Ativo Circulante,Dívida Bruta,Dívida Líquida,Disponibilidade,Segmento de Listagem,Free Float,Tag Along,Liquidez Média Diária,Setor,Segmento,data da cotação,CAGR LUCROS 5 ANOS
cple11,"R$ 10,00","-77,52%","2,57","0,24",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,28",-,"50,62%","10,79%","22,77%","17,28%","23,76%","7,92","10,89","1,17","1,61","0,11","1,06","-0,15","41,50","3,89","0,38","9,36%","8,05%","4,22%","0,37","1,82","2,50","0,67","0,44","0,56","1,57","5,77%",R$ 31.172.305.000,R$ 40.440.708.000,R$ 24.758.270.000, 2.982.810.000,R$ 56.614.360.000,R$ 15.524.849.000,R$ 16.604.868.000,R$ 9.268.403.000,R$ 7.336.465.000,Nível 2,"100,00%","100,00%",R$ 9.020.000,Utilidade Pública,Energia Elétrica,30/09/2024,"3,00%"
cple3,"R$ 9,08","15,64%","11,68","1,09","2,17%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,26","2,17%","50,62%","10,79%","22,77%","17,28%","23,76%","7,92","10,89","5,30","7,29","0,48","4,83","-0,66","8,30","0,78","0,38","9,36%","8,05%","4,22%","0,37","1,82","2,50","0,67","0,44","0,56","1,57","5,77%",R$ 31.172.305.000,R$ 40.440.708.000,R$ 24.758.270.000, 2.982.810.000,R$ 56.614.360.000,R$ 15.524.849.000,R$ 16.604.868.000,R$ 9.268.403.000,R$ 7.336.465.000,Nível 2,"100,00%","100,00%",R$ 47.044.000,Utilidade Pública,Energia Elétrica,14/10/2024,"3,00%"
cple5,"R$ 12,90","-48,00%","16,60","1,55","2,44%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,79","2,44%","50,62%","10,79%","22,77%","17,28%","23,76%","7,92","10,89","7,54","10,36","0,68","6,86","-0,94","8,30","0,78","0,38","9,36%","8,05%","4,22%","0,37","1,82","2,50","0,67","0,44","0,56","1,57","5,77%",R$ 31.172.305.000,R$ 40.440.708.000,R$ 24.758.270.000, 2.982.810.000,R$ 56.614.360.000,R$ 15.524.849.000,R$ 16.604.868.000,R$ 9.268.403.000,R$ 7.336.465.000,Nível 2,"100,00%","100,00%",R$ 8.000,Utilidade Pública,Energia Elétrica,11/10/2024,"3,00%"
cple6,"R$ 10,12","21,49%","13,02","1,22","2,15%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,40","2,15%","50,62%","10,79%","22,77%","17,28%","23,76%","7,92","10,89","5,91","8,13","0,53","5,38","-0,73","8,30","0,78","0,38","9,36%","8,05%","4,22%","0,37","1,82","2,50","0,67","0,44","0,56","1,57","5,77%",R$ 31.172.305.000,R$ 40.440.708.000,R$ 24.758.270.000, 2.982.810.000,R$ 56.614.360.000,R$ 15.524.849.000,R$ 16.604.868.000,R$ 9.268.403.000,R$ 7.336.465.000,Nível 2,"100,00%","100,00%",R$ 129.417.000,Utilidade Pública,Energia Elétrica,14/10/2024,"3,00%"
cpre3,"R$ 10,00","-45,15%","4,52","1,42",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,66",-,-,"36,68%","66,09%","54,78%","73,89%","2,43","3,28","2,24","3,03","0,54","-3,97","-0,61","7,02","2,21","0,33","31,53%","33,16%","12,18%","0,12","0,19","0,26","0,25","0,38","0,61","0,46","13,19%",R$ 5.937.825.000,R$ 6.441.466.000,R$ 4.167.804.000, 593.782.000,R$ 10.961.676.000,R$ 1.256.230.000,R$ 1.046.828.000,R$ 503.641.000,R$ 543.187.000,Novo Mercado,"0,00%","100,00%",,Utilidade Pública,Energia Elétrica,31/03/2024,"65,66%"
crfb3,"R$ 7,42","-24,82%","-244,43","0,80",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,14",-,"-486,81%","-0,06%","18,69%","3,11%","4,77%","5,82","8,93","2,92","4,47","0,17","-7,68","-0,32","9,31","-0,03","1,23","-0,33%","6,85%","0,18%","0,79","2,91","4,45","1,21","0,21","0,77","0,95","13,39%",R$ 15.643.544.000,R$ 31.231.544.000,R$ 19.620.000.000, 2.108.294.000,R$ 91.273.000.000,R$ 42.577.000.000,R$ 23.821.000.000,R$ 15.588.000.000,R$ 8.233.000.000,Novo Mercado,"25,33%","0,10%",R$ 93.179.000,Consumo não Cíclico,Alimentos,14/10/2024,"-34,51%"
crpg3,"R$ 26,50","-39,95%","-7,00","1,36","1,05%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,40","1,05%","-7,48%","-20,00%","-3,73%","-10,91%","-5,84%","-19,68","-10,53","-24,00","-12,83","0,92","1,53","-3,65","19,54","-3,78","0,65","-19,37%","-23,40%","-13,07%","-0,22","3,81","2,04","0,01","0,67","0,33","4,92","-1,41%",R$ 752.763.000,R$ 630.660.000,R$ 566.897.000, 29.018.000,R$ 840.028.000,R$ 629.058.000,R$ 4.123.000,R$ -122.103.000,R$ 126.226.000,Tradicional,"28,36%",-,R$ 3.000,Materiais Básicos,Químicos Diversos,14/10/2024,
crpg5,"R$ 25,66","-39,11%","-6,78","1,31","1,14%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,36","1,14%","-7,48%","-20,00%","-3,73%","-10,91%","-5,84%","-19,68","-10,53","-23,24","-12,43","0,89","1,49","-3,53","19,54","-3,78","0,65","-19,37%","-23,40%","-13,07%","-0,22","3,81","2,04","0,01","0,67","0,33","4,92","-1,41%",R$ 752.763.000,R$ 630.660.000,R$ 566.897.000, 29.018.000,R$ 840.028.000,R$ 629.058.000,R$ 4.123.000,R$ -122.103.000,R$ 126.226.000,Tradicional,"28,36%",-,R$ 211.000,Materiais Básicos,Químicos Diversos,14/10/2024,
crpg6,"R$ 25,60","-32,45%","-6,77","1,31","1,09%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,35","1,09%","-7,48%","-20,00%","-3,73%","-10,91%","-5,84%","-19,68","-10,53","-23,19","-12,40","0,88","1,48","-3,52","19,54","-3,78","0,65","-19,37%","-23,40%","-13,07%","-0,22","3,81","2,04","0,01","0,67","0,33","4,92","-1,41%",R$ 752.763.000,R$ 630.660.000,R$ 566.897.000, 29.018.000,R$ 840.028.000,R$ 629.058.000,R$ 4.123.000,R$ -122.103.000,R$ 126.226.000,Tradicional,"28,36%",-,R$ 81.000,Materiais Básicos,Químicos Diversos,10/10/2024,
csan3,"R$ 12,24","-21,40%","8,75","1,16","3,73%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,57","3,73%","32,27%","6,50%","29,77%","27,49%","36,39%","5,07","6,70","1,56","2,07","0,16","1,55","-0,21","10,56","1,40","0,28","13,25%","12,33%","3,52%","2,60","3,50","4,64","3,47","0,14","0,66","1,79","24,38%",R$ 22.938.628.000,R$ 74.401.428.000,R$ 19.784.314.000, 1.874.070.000,R$ 143.350.283.000,R$ 33.560.071.000,R$ 68.692.861.000,R$ 51.462.800.000,R$ 17.230.061.000,Novo Mercado,"62,18%","100,00%",R$ 150.669.000,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",14/10/2024,"15,23%"
csed3,"R$ 3,20","-17,00%","8,83","0,79","10,35%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,48","10,35%","90,80%","5,41%","48,72%","17,96%","23,51%","2,80","3,67","2,03","2,66","0,24","17,44","-0,31","4,06","0,36","0,51","8,94%","17,18%","2,73%","0,30","0,77","1,01","0,73","0,31","0,69","1,07",,R$ 1.166.536.000,R$ 1.610.490.000,R$ 1.478.500.000, 364.542.000,R$ 4.833.057.000,R$ 1.080.677.000,R$ 1.076.879.000,R$ 443.954.000,R$ 632.925.000,Nível 1,"12,39%","100,00%",R$ 1.882.000,Consumo Cíclico,Serviços Educacionais,14/10/2024,
csmg3,"R$ 21,94","48,90%","5,68","1,09","16,55%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,08","16,55%","102,56%","19,08%","43,05%","26,17%","36,34%","4,57","6,35","2,98","4,14","0,58","33,18","-0,68","20,07","3,86","0,54","19,25%","12,37%","10,26%","0,58","1,59","2,21","0,65","0,53","0,47","1,14","8,34%",R$ 8.342.752.000,R$ 12.790.543.000,R$ 7.632.247.000, 380.253.000,R$ 14.317.315.000,R$ 2.099.190.000,R$ 4.992.357.000,R$ 4.447.791.000,R$ 544.566.000,Novo Mercado,"49,56%","100,00%",R$ 30.186.000,Utilidade Pública,Água e Saneamento,14/10/2024,"14,26%"
csna3,"R$ 11,84","7,65%","-22,63","1,12","12,29%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,36","12,29%","-278,86%","-1,59%","26,65%","12,95%","21,18%","5,37","8,78","1,70","2,77","0,17","2,21","-0,26","10,59","-0,52","0,47","-4,94%","7,14%","0,26%","2,42","3,67","6,01","3,62","0,15","0,82","1,29","11,44%",R$ 15.700.952.000,R$ 49.729.734.000,R$ 14.048.363.000, 1.326.093.000,R$ 93.423.377.000,R$ 31.961.190.000,R$ 50.867.203.000,R$ 34.028.782.000,R$ 16.838.421.000,Tradicional,"54,26%",-,R$ 116.923.000,Materiais Básicos,Siderurgia,14/10/2024,"-36,07%"
csrn3,"R$ 13,60","-41,54%","4,12","1,38","17,28%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,63","17,28%","36,78%","15,30%","31,09%","25,66%","30,51%","4,29","5,10","2,06","2,46","0,37","3,14","-0,51","9,84","3,30","0,59","33,56%","17,82%","9,10%","1,45","2,17","2,58","1,82","0,27","0,73","1,81","6,70%",R$ 2.350.964.000,R$ 4.751.964.000,R$ 1.654.000.000, 168.074.000,R$ 6.101.000.000,R$ 1.634.000.000,R$ 3.016.000.000,R$ 2.401.000.000,R$ 615.000.000,Tradicional,"6,89%",-,,Utilidade Pública,Energia Elétrica,04/09/2024,"15,24%"
csrn5,"R$ 15,10","-43,87%","4,57","1,53","17,12%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,70","17,12%","36,78%","15,30%","31,09%","25,66%","30,51%","4,29","5,10","2,29","2,73","0,42","3,48","-0,57","9,84","3,30","0,59","33,56%","17,82%","9,10%","1,45","2,17","2,58","1,82","0,27","0,73","1,81","6,70%",R$ 2.350.964.000,R$ 4.751.964.000,R$ 1.654.000.000, 168.074.000,R$ 6.101.000.000,R$ 1.634.000.000,R$ 3.016.000.000,R$ 2.401.000.000,R$ 615.000.000,Tradicional,"6,89%",-,,Utilidade Pública,Energia Elétrica,30/08/2024,"15,24%"
csrn6,"R$ 15,50","-40,47%","4,69","1,58","17,64%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,72","17,64%","36,78%","15,30%","31,09%","25,66%","30,51%","4,29","5,10","2,35","2,80","0,43","3,57","-0,58","9,84","3,30","0,59","33,56%","17,82%","9,10%","1,45","2,17","2,58","1,82","0,27","0,73","1,81","6,70%",R$ 2.350.964.000,R$ 4.751.964.000,R$ 1.654.000.000, 168.074.000,R$ 6.101.000.000,R$ 1.634.000.000,R$ 3.016.000.000,R$ 2.401.000.000,R$ 615.000.000,Tradicional,"6,89%",-,,Utilidade Pública,Energia Elétrica,04/09/2024,"15,24%"
csud3,"R$ 17,12","17,97%","7,58","1,60","6,40%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,30","6,40%","48,08%","17,20%","41,04%","23,59%","34,88%","3,78","5,59","3,74","5,53","1,08","23,68","-1,48","10,68","2,26","0,83","21,16%","18,20%","14,20%","0,02","0,04","0,06","0,20","0,67","0,33","1,20","4,83%",R$ 715.616.000,R$ 723.955.000,R$ 446.257.000, 41.800.000,R$ 664.957.000,R$ 182.943.000,R$ 87.237.000,R$ 8.339.000,R$ 78.898.000,Novo Mercado,"44,32%","100,00%",R$ 669.000,Bens Industriais,Serviços Diversos,14/10/2024,"28,61%"
ctnm3,"R$ 7,13","-25,65%","-0,46","0,91",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,18",-,-,"-39,42%","2,07%","-33,25%","-24,32%","-4,14","-3,03","-0,75","-0,55","0,07","-0,22","-0,09","7,84","-15,47","0,36","-197,21%","-27,22%","-22,84%","4,56","-3,75","-2,74","5,43","0,07","0,86","0,49","-8,42%",R$ 113.580.000,R$ 1.209.412.000,R$ 240.294.000, 30.636.000,R$ 3.298.833.000,R$ 967.339.000,R$ 1.305.489.000,R$ 1.095.832.000,R$ 209.657.000,Tradicional,"47,07%",-,,Consumo Cíclico,Fios e Tecidos,27/09/2024,
ctnm4,"R$ 0,86","-52,22%","-0,06","0,11",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,02",-,-,"-39,42%","2,07%","-33,25%","-24,32%","-4,14","-3,03","-0,09","-0,07","0,01","-0,03","-0,01","7,84","-15,47","0,36","-197,21%","-27,22%","-22,84%","4,56","-3,75","-2,74","5,43","0,07","0,86","0,49","-8,42%",R$ 113.580.000,R$ 1.209.412.000,R$ 240.294.000, 30.636.000,R$ 3.298.833.000,R$ 967.339.000,R$ 1.305.489.000,R$ 1.095.832.000,R$ 209.657.000,Tradicional,"47,07%",-,,Consumo Cíclico,Fios e Tecidos,27/09/2024,
ctsa3,"R$ 2,16","-17,56%","-2,02","0,43",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,92",-,-,"-45,70%","-22,40%","-15,55%","-5,39%","-37,64","-13,05","-17,15","-5,95","0,16","1,93","-0,23","5,00","-1,07","0,17","-21,36%","-3,80%","-7,79%","0,76","-30,33","-10,51","0,91","0,36","0,64","1,37","-25,24%",R$ 42.517.000,R$ 218.715.000,R$ 230.512.000, 46.129.000,R$ 632.088.000,R$ 192.847.000,R$ 209.949.000,R$ 176.198.000,R$ 33.751.000,Tradicional,"50,52%",-,R$ 4.000,Consumo Cíclico,Fios e Tecidos,14/10/2024,
ctsa4,"R$ 1,02","-44,86%","-0,96","0,20",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,44",-,-,"-45,70%","-22,40%","-15,55%","-5,39%","-37,64","-13,05","-8,10","-2,81","0,07","0,91","-0,11","5,00","-1,07","0,17","-21,36%","-3,80%","-7,79%","0,76","-30,33","-10,51","0,91","0,36","0,64","1,37","-25,24%",R$ 42.517.000,R$ 218.715.000,R$ 230.512.000, 46.129.000,R$ 632.088.000,R$ 192.847.000,R$ 209.949.000,R$ 176.198.000,R$ 33.751.000,Tradicional,"50,52%",-,R$ 40.000,Consumo Cíclico,Fios e Tecidos,14/10/2024,
cury3,"R$ 22,36","61,88%","11,21","7,14","9,06%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,92","9,06%","83,65%","17,12%","38,15%","20,60%","21,41%","8,31","8,64","8,97","9,32","1,64","4,27","-5,98","3,13","1,99","0,85","63,72%","31,11%","15,23%","-0,52","-0,66","-0,68","1,18","0,23","0,74","2,12",,R$ 6.526.327.000,R$ 6.049.045.000,R$ 913.453.000, 291.875.000,R$ 3.983.671.000,R$ 2.893.021.000,R$ 1.080.738.000,R$ -477.282.000,R$ 1.558.020.000,Novo Mercado,"43,72%","0,10%",R$ 65.653.000,Consumo Cíclico,Incorporações,14/10/2024,
cvcb3,"R$ 1,85","-36,64%","-4,45","1,72",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,63",-,-,"-14,21%","87,11%","-0,37%","14,02%","6,24","-236,35","4,51","-170,67","0,25","-5,89","-0,58","1,07","-0,42","0,39","-38,74%","-2,03%","-5,61%","0,66","1,74","-65,68","1,25","0,14","0,86","0,93","-2,67%",R$ 972.343.000,R$ 1.346.541.000,R$ 564.120.000, 525.591.000,R$ 3.896.867.000,R$ 2.207.656.000,R$ 705.334.000,R$ 374.198.000,R$ 331.136.000,Novo Mercado,"100,00%","100,00%",R$ 33.397.000,Consumo Cíclico,Viagens e Turismo,14/10/2024,
cxse3,"R$ 14,40","40,07%","12,60","3,40","9,36%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais",,"9,36%","117,80%",-,-,-,-,,"11,01",,"11,24","3,15","106,56","-3,52","4,23","1,14",-,"27,02%","26,41%","25,03%","-0,07",,"-0,23",-,"0,93","0,07","1,40",,R$ 43.200.000.000,R$ 42.314.903.000,R$ 12.690.432.000, 3.000.000.000,R$ 13.700.467.000,R$ 1.412.181.000,R$ -,R$ -885.097.000,R$ 885.097.000,Novo Mercado,"17,25%","100,00%",R$ 49.252.000,Financeiro,Seguradoras,14/10/2024,"7,21%"
cyre3,"R$ 21,67","16,24%","7,35","1,02","4,35%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,28","4,35%","11,31%","17,42%","32,89%","21,32%","22,33%","7,36","7,70","5,73","6,00","0,47","1,25","-1,04","21,26","2,95","0,37","13,87%","9,31%","7,66%","0,29","1,62","1,70","0,62","0,47","0,49","3,27","11,47%",R$ 8.662.426.000,R$ 11.114.892.000,R$ 8.498.776.000, 399.742.000,R$ 18.260.036.000,R$ 9.966.644.000,R$ 5.251.363.000,R$ 2.452.466.000,R$ 2.798.897.000,Novo Mercado,"66,22%","100,00%",R$ 127.530.000,Consumo Cíclico,Incorporações,14/10/2024,"21,23%"
dasa3,"R$ 2,96","-72,99%","-2,23","0,31",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,15",-,"-7,31%","-6,76%","26,79%","7,05%","16,08%","4,46","10,17","0,94","2,14","0,08","0,63","-0,12","9,50","-1,33","0,53","-13,96%","4,92%","-3,39%","1,17","3,52","8,03","1,59","0,25","0,75","1,63","27,61%",R$ 2.228.287.000,R$ 10.588.905.000,R$ 7.150.829.000, 752.799.000,R$ 28.126.449.000,R$ 9.189.099.000,R$ 11.347.040.000,R$ 8.360.618.000,R$ 2.986.422.000,Tradicional,"19,32%",-,R$ 2.927.000,Saúde,"Serviços Médicos, Hospitalares, Análises e Diagnósticos",14/10/2024,
desk3,"R$ 13,65","-7,83%","15,22","1,21",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,48",-,"2,21%","9,71%","63,37%","32,86%","50,65%","4,48","6,91","2,92","4,50","0,49","-1.667,92","-0,59","11,30","0,90","0,33","7,93%","12,52%","3,68%","0,65","1,56","2,41","0,87","0,41","0,59","1,00",,R$ 1.576.183.000,R$ 2.419.994.000,R$ 1.305.018.000, 115.471.000,R$ 3.213.642.000,R$ 530.570.000,R$ 1.137.380.000,R$ 843.811.000,R$ 293.569.000,Nível 1,"31,01%","100,00%",R$ 2.866.000,Telecomunicações,Telecomunicações,14/10/2024,
dexp3,"R$ 8,87","-11,62%","5,05","0,91","5,87%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,50","5,87%","29,22%","9,94%","19,76%","13,84%","15,70%","2,63","2,99","3,20","3,63","0,56","1,20","-1,60","9,72","1,75","1,11","18,05%","15,04%","12,58%","-0,16","-0,57","-0,64","0,31","0,61","0,39","3,55","15,79%",R$ 834.535.000,R$ 686.618.000,R$ 913.786.000, 94.013.000,R$ 1.491.482.000,R$ 971.502.000,R$ 287.642.000,R$ -147.917.000,R$ 435.559.000,Tradicional,"99,61%","100,00%",R$ 779.000,Materiais Básicos,Petroquímicos,14/10/2024,"53,39%"
dexp4,"R$ 8,98","-3,77%","5,12","0,92","6,14%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,51","6,14%","29,22%","9,94%","19,76%","13,84%","15,70%","2,63","2,99","3,24","3,67","0,57","1,21","-1,62","9,72","1,75","1,11","18,05%","15,04%","12,58%","-0,16","-0,57","-0,64","0,31","0,61","0,39","3,55","15,79%",R$ 834.535.000,R$ 686.618.000,R$ 913.786.000, 94.013.000,R$ 1.491.482.000,R$ 971.502.000,R$ 287.642.000,R$ -147.917.000,R$ 435.559.000,Tradicional,"99,61%","100,00%",R$ 52.000,Materiais Básicos,Petroquímicos,14/10/2024,"53,39%"
dirr3,"R$ 29,74","85,29%","11,10","2,29","8,71%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,91","8,71%","77,27%","17,18%","34,93%","19,58%","21,97%","8,68","9,74","8,68","9,74","0,59","1,64","-1,14","12,98","2,68","0,31","20,64%","12,99%","6,12%",-,-,-,"0,63","0,26","0,72","3,76","13,16%",R$ 5.159.890.000,R$ 5.160.744.000,R$ 2.252.491.000, 173.500.000,R$ 8.800.828.000,R$ 4.280.991.000,R$ 1.422.855.000,R$ 854.000,R$ 1.422.001.000,Novo Mercado,"62,51%","100,00%",R$ 63.385.000,Consumo Cíclico,Incorporações,14/10/2024,"34,85%"
dmmo3,-,-,-,-,-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais",-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,26/12/2023,
dmvf3,"R$ 6,95","41,84%","13,01","0,40",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,18",-,-,"1,42%","31,59%","3,21%","4,95%","3,46","5,34","3,73","5,76","0,21","5,16","-0,31","17,45","0,53","1,15","3,06%","6,00%","1,64%","-0,03","-0,27","-0,42","0,03","0,53","0,47","1,15","11,06%",R$ 351.689.000,R$ 325.996.000,R$ 882.864.000, 50.602.000,R$ 1.651.654.000,R$ 518.080.000,R$ 22.953.000,R$ -25.693.000,R$ 48.646.000,Novo Mercado,"32,87%","100,00%",R$ 722.000,Saúde,Medicamentos e Outros Produtos,14/10/2024,
dohl3,"R$ 10,17","35,60%","-117,24","1,11",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,31",-,-,"-1,12%","23,20%","0,34%","3,38%","35,58","354,97","38,79","386,98","0,79","1,77","-1,80","9,14","-0,09","0,60","-0,95%","-0,37%","-0,67%","0,09","3,24","32,33","0,17","0,71","0,29","4,88","3,28%",R$ 641.400.000,R$ 705.672.000,R$ 691.577.000, 75.645.000,R$ 972.521.000,R$ 545.343.000,R$ 119.720.000,R$ 64.272.000,R$ 55.448.000,Tradicional,"12,49%",-,,Consumo Cíclico,Fios e Tecidos,27/09/2024,
dotz3,"R$ 5,97","-43,68%","-1,86","-0,32",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,53",-,-,"-28,62%","83,54%","-18,55%","0,71%","112,47","-4,30","75,10","-2,87","0,37","-0,40","-0,57","-18,53","-3,21","0,69","-17,30%","16,54%","-19,66%","-0,16","37,37","-1,43","-0,32","-1,14","2,14","0,29",,R$ 79.304.000,R$ 118.769.000,R$ -246.174.000, 13.283.000,R$ 216.612.000,R$ 78.588.000,R$ 78.494.000,R$ 39.465.000,R$ 39.029.000,Nível 1,"29,51%","100,00%",R$ 354.000,Financeiro,Outros,14/10/2024,
dtcy3,"R$ 4,45","-12,06%","-11,07","-10,22",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","9,81",-,-,"-88,67%","-2,06%","-79,30%","-49,39%","-39,80","-24,79","-19,87","-12,37","8,86","-23,10","-16,32","-0,44","-0,40","0,90","-92,38%","152,96%","-80,07%","-0,34","-0,67","-0,42","-0,46","-0,87","1,87","0,54","-15,37%",R$ 97.551.000,R$ 99.218.000,R$ -4.845.000, 11.131.000,R$ 5.590.000,R$ 2.554.000,R$ 2.228.000,R$ 1.667.000,R$ 561.000,Tradicional,"2,02%",-,R$ 9.000,Bens Industriais,Serviços Diversos,10/10/2024,
dtcy4,"R$ 111,00",-,"-276,04","-255,02",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","244,76",-,-,"-88,67%","-2,06%","-79,30%","-49,39%","-39,80","-24,79","-495,61","-308,66","221,03","-576,29","-406,97","-0,44","-0,40","0,90","-92,38%","152,96%","-80,07%","-0,34","-0,67","-0,42","-0,46","-0,87","1,87","0,54","-15,37%",R$ 97.551.000,R$ 99.218.000,R$ -4.845.000, 11.131.000,R$ 5.590.000,R$ 2.554.000,R$ 2.228.000,R$ 1.667.000,R$ 561.000,Tradicional,"2,02%",-,,Bens Industriais,Serviços Diversos,25/10/2022,
