Ticker,Cotação,VARIAÇÃO (12M),P/L,P/VP,DY,carteira investidor 10,P/RECEITA (PSR),DIVIDEND YIELD ,PAYOUT,MARGEM LÍQUIDA,MARGEM BRUTA,MARGEM EBIT,MARGEM EBITDA,EV/EBITDA,EV/EBIT,P/EBITDA,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO CIRC LIQ,VPA,LPA,GIRO ATIVOS,ROE,ROIC,ROA,DÍVIDA LÍQUIDA / PATRIMÔNIO,DÍVIDA LÍQUIDA / EBITDA,DÍVIDA LÍQUIDA / EBIT,DÍVIDA BRUTA / PATRIMÔNIO,PATRIMÔNIO / ATIVOS,PASSIVOS / ATIVOS,LIQUIDEZ CORRENTE,CAGR RECEITAS 5 ANOS,Valor de mercado,Valor de firma,Patrimônio Líquido,Nº total de papeis,Ativos,Ativo Circulante,Dívida Bruta,Dívida Líquida,Disponibilidade,Segmento de Listagem,Free Float,Tag Along,Liquidez Média Diária,Setor,Segmento,data da cotação,CAGR LUCROS 5 ANOS
stbp3,"R$ 14,78","98,03%","18,69","5,56","4,79%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","5,01","4,79%","89,26%","26,82%","55,20%","41,23%","50,36%","10,13","12,37","9,95","12,15","2,65","-319,32","-3,13","2,66","0,79","0,53","29,75%","27,79%","14,18%","0,10","0,18","0,22","0,23","0,48","0,52","0,95","21,25%",R$ 12.772.438.000,R$ 13.000.974.000,R$ 2.297.947.000, 864.170.000,R$ 4.819.053.000,R$ 737.950.000,R$ 537.690.000,R$ 228.536.000,R$ 309.154.000,Novo Mercado,"99,02%","100,00%",R$ 146.478.000,Bens Industriais,Serviços de Apoio e Armazenagem,14/10/2024,"113,60%"
suzb3,"R$ 54,69","-4,83%","308,38","1,71","2,15%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,72","2,15%","656,00%","0,56%","38,73%","29,82%","49,28%","6,86","11,34","3,48","5,76","0,45","2,96","-0,61","32,03","0,18","0,26","0,55%","8,50%","0,16%","1,65","3,38","5,58","2,19","0,26","0,73","2,48","9,13%",R$ 69.134.592.000,R$ 136.151.532.000,R$ 40.494.930.000, 1.264.117.000,R$ 153.094.311.000,R$ 39.123.153.000,R$ 88.624.374.000,R$ 67.016.940.000,R$ 21.607.434.000,Novo Mercado,"50,69%","100,00%",R$ 268.290.000,Materiais Básicos,Papel e Celulose,14/10/2024,
syne3,"R$ 7,72","167,81%","2,49","0,59","37,44%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,83","37,44%","93,07%","33,40%","43,55%","60,36%","66,70%","0,86","0,95","1,25","1,38","0,26","0,77","-0,44","13,14","3,10","0,31","23,57%","23,75%","13,22%","-0,18","-0,39","-0,43","0,50","0,44","0,35","5,74","24,62%",R$ 1.178.415.000,R$ 807.551.000,R$ 2.005.942.000, 152.644.000,R$ 4.529.388.000,R$ 1.849.055.000,R$ 997.242.000,R$ -370.864.000,R$ 1.368.106.000,Novo Mercado,"22,82%","100,00%",R$ 4.534.000,Financeiro,Exploração de Imóveis,14/10/2024,"43,98%"
taee11,"R$ 34,45","10,79%","7,72","1,75","10,11%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","3,27","10,11%","62,93%","42,33%","62,64%","68,59%","69,08%","8,35","8,41","4,73","4,76","0,60","7,54","-0,72","19,65","4,46","0,18","22,72%","14,33%","7,76%","1,34","3,61","3,63","1,50","0,34","0,66","1,92","15,14%",R$ 11.904.392.000,R$ 20.961.499.000,R$ 6.768.231.000, 1.033.496.000,R$ 19.812.108.000,R$ 3.281.999.000,R$ 10.140.554.000,R$ 9.057.107.000,R$ 1.083.447.000,Nível 2,"63,44%","100,00%",R$ 54.739.000,Utilidade Pública,Energia Elétrica,14/10/2024,"8,94%"
taee3,"R$ 11,48","10,76%","7,72","1,75","10,07%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","3,27","10,07%","62,93%","42,33%","62,64%","68,59%","69,08%","8,35","8,41","4,73","4,76","0,60","7,54","-0,72","6,55","1,49","0,18","22,72%","14,33%","7,76%","1,34","3,61","3,63","1,50","0,34","0,66","1,92","15,14%",R$ 11.904.392.000,R$ 20.961.499.000,R$ 6.768.231.000, 1.033.496.000,R$ 19.812.108.000,R$ 3.281.999.000,R$ 10.140.554.000,R$ 9.057.107.000,R$ 1.083.447.000,Nível 2,"63,44%","100,00%",R$ 821.000,Utilidade Pública,Energia Elétrica,14/10/2024,"8,94%"
taee4,"R$ 11,57","10,78%","7,78","1,77","10,00%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","3,29","10,00%","62,93%","42,33%","62,64%","68,59%","69,08%","8,35","8,41","4,76","4,80","0,60","7,60","-0,72","6,55","1,49","0,18","22,72%","14,33%","7,76%","1,34","3,61","3,63","1,50","0,34","0,66","1,92","15,14%",R$ 11.904.392.000,R$ 20.961.499.000,R$ 6.768.231.000, 1.033.496.000,R$ 19.812.108.000,R$ 3.281.999.000,R$ 10.140.554.000,R$ 9.057.107.000,R$ 1.083.447.000,Nível 2,"63,44%","100,00%",R$ 1.828.000,Utilidade Pública,Energia Elétrica,14/10/2024,"8,94%"
tasa3,"R$ 10,47","-29,55%","16,89","1,12","2,93%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,77","2,93%","48,96%","4,58%","33,38%","11,01%","13,32%","7,14","8,64","5,80","7,02","0,58","3,52","-1,30","9,33","0,62","0,75","6,65%","9,93%","3,43%","0,29","1,50","1,81","0,50","0,52","0,48","1,42","11,40%",R$ 1.288.173.000,R$ 1.630.269.000,R$ 1.181.171.000, 126.634.000,R$ 2.288.486.000,R$ 1.270.138.000,R$ 587.212.000,R$ 342.096.000,R$ 245.116.000,Nível 2,"59,85%","100,00%",R$ 156.000,Bens Industriais,Armas e Munições,14/10/2024,"12,56%"
tasa4,"R$ 10,00","-34,61%","16,13","1,07","3,02%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,74","3,02%","48,96%","4,58%","33,38%","11,01%","13,32%","7,14","8,64","5,54","6,71","0,55","3,36","-1,24","9,33","0,62","0,75","6,65%","9,93%","3,43%","0,29","1,50","1,81","0,50","0,52","0,48","1,42","11,40%",R$ 1.288.173.000,R$ 1.630.269.000,R$ 1.181.171.000, 126.634.000,R$ 2.288.486.000,R$ 1.270.138.000,R$ 587.212.000,R$ 342.096.000,R$ 245.116.000,Nível 2,"59,85%","100,00%",R$ 3.071.000,Bens Industriais,Armas e Munições,14/10/2024,"12,56%"
tcsa3,"R$ 1,72","-37,00%","-1,08","0,26",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,26",-,-,"-24,43%","-7,49%","-18,17%","-16,86%","-8,25","-7,65","-1,57","-1,46","0,08","0,34","-0,17","6,55","-1,59","0,31","-24,22%","-8,03%","-7,80%","1,12","-6,68","-6,20","1,57","0,32","0,69","1,94","5,50%",R$ 126.625.000,R$ 665.436.000,R$ 482.547.000, 73.619.000,R$ 1.526.075.000,R$ 758.964.000,R$ 758.304.000,R$ 538.811.000,R$ 219.493.000,Novo Mercado,"61,24%","100,00%",R$ 187.000,Consumo Cíclico,Incorporações,14/10/2024,
tecn3,"R$ 5,55","66,72%","5,74","0,91","2,72%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,02","2,72%","15,34%","17,80%","54,86%","17,98%","20,56%","4,86","5,56","4,97","5,68","0,58","1,12","-1,60","6,07","0,97","0,56","15,94%","10,09%","10,06%","-0,02","-0,11","-0,12","0,21","0,63","0,37","5,10","2,61%",R$ 367.444.000,R$ 359.506.000,R$ 401.873.000, 66.206.000,R$ 636.880.000,R$ 407.015.000,R$ 86.001.000,R$ -7.938.000,R$ 93.939.000,Novo Mercado,"38,44%","100,00%",R$ 770.000,Consumo Cíclico,Acessórios,14/10/2024,
teka3,"R$ 42,50","416,40%","-0,15","-0,01",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,07",-,-,"-46,27%","23,11%","-1,31%","0,12%","1.593,97","-145,19","57,80","-5,26","0,02","-0,01","-0,02","-4.245,01","-284,40","0,25","-6,70%","0,34%","-11,80%","-0,27","1.548,41","-141,04","-0,27","-1,76","2,76","0,05","15,77%",R$ 16.858.000,R$ 589.770.000,R$ -2.135.938.000, 503.000,R$ 1.212.975.000,R$ 130.529.000,R$ 573.172.000,R$ 572.912.000,R$ 260.000,Tradicional,"0,00%",-,,Consumo Cíclico,Fios e Tecidos,27/09/2024,
tend3,"R$ 13,58","25,62%","-48,48","1,92",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,55",-,-,"-1,13%","23,92%","5,11%","7,22%","9,61","13,56","7,56","10,67","0,36","1,79","-0,77","7,06","-0,28","0,65","-3,97%","6,26%","-0,88%","0,52","2,05","2,89","1,35","0,18","0,81","1,58","9,45%",R$ 1.671.619.000,R$ 2.123.668.000,R$ 869.365.000, 123.094.000,R$ 4.699.358.000,R$ 2.539.718.000,R$ 1.173.953.000,R$ 452.049.000,R$ 721.904.000,Novo Mercado,"98,69%","100,00%",R$ 47.437.000,Consumo Cíclico,Incorporações,14/10/2024,
tfco4,"R$ 10,20","-22,06%","84,10","21,61","1,99%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","13,08","1,99%","64,83%","15,55%","57,39%","20,57%","24,71%","53,20","63,90","52,93","63,58","13,71","28,02","-46,95","0,47","0,12","1,05","25,69%","22,86%","16,30%","0,11","0,27","0,32","0,26","0,63","0,37","3,23",,R$ 9.682.291.000,R$ 9.730.879.000,R$ 448.046.000, 949.244.000,R$ 706.394.000,R$ 500.149.000,R$ 115.576.000,R$ 48.588.000,R$ 66.988.000,Novo Mercado,"5,66%",-,R$ 1.914.000,Consumo Cíclico,Vestuário,14/10/2024,
tgma3,"R$ 26,46","15,11%","8,40","1,97","9,54%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,00","9,54%","78,78%","11,92%","20,23%","15,30%","16,73%","5,61","6,14","5,99","6,55","1,38","3,83","-2,86","13,46","3,15","1,37","23,39%","18,61%","16,43%","-0,12","-0,38","-0,41","0,20","0,70","0,30","3,26","5,28%",R$ 1.746.437.000,R$ 1.637.078.000,R$ 888.230.000, 66.002.000,R$ 1.268.379.000,R$ 657.428.000,R$ 173.443.000,R$ -109.359.000,R$ 282.802.000,Novo Mercado,"48,48%","100,00%",R$ 3.693.000,Bens Industriais,Transporte Rodoviário,14/10/2024,"1,44%"
tims3,"R$ 16,90","17,00%","13,20","1,61","6,73%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,65","6,73%","79,20%","12,53%","53,01%","21,78%","50,15%","3,28","7,56","3,30","7,60","0,76","-30,07","-0,94","10,52","1,28","0,46","12,17%","17,35%","5,74%","-0,01","-0,02","-0,04","0,12","0,47","0,53","0,88","7,31%",R$ 40.911.594.000,R$ 40.695.939.000,R$ 25.475.692.000, 2.420.804.000,R$ 54.034.661.000,R$ 10.397.339.000,R$ 3.096.145.000,R$ -215.655.000,R$ 3.311.800.000,Novo Mercado,"33,40%","100,00%",R$ 121.668.000,Telecomunicações,Telecomunicações,14/10/2024,"-3,07%"
tkno3,"R$ 50,88","-10,55%","3,38","0,50",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,53",-,-,"15,69%","27,18%","18,08%","20,39%","2,17","2,44","2,60","2,93","0,41","0,99","-0,91","102,54","15,06","0,77","14,69%","12,93%","12,10%","-0,23","-1,21","-1,37","0,01","0,82","0,18","3,99","13,65%",R$ 194.874.000,R$ 125.048.000,R$ 302.258.000, 2.947.000,R$ 366.823.000,R$ 202.264.000,R$ 1.880.000,R$ -69.826.000,R$ 71.706.000,Tradicional,"31,65%",-,,Materiais Básicos,Artefatos de Ferro e Aço,30/09/2024,"36,47%"
tkno4,"R$ 83,87","39,78%","5,57","0,82",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,87",-,-,"15,69%","27,18%","18,08%","20,39%","2,17","2,44","4,28","4,83","0,67","1,63","-1,50","102,54","15,06","0,77","14,69%","12,93%","12,10%","-0,23","-1,21","-1,37","0,01","0,82","0,18","3,99","13,65%",R$ 194.874.000,R$ 125.048.000,R$ 302.258.000, 2.947.000,R$ 366.823.000,R$ 202.264.000,R$ 1.880.000,R$ -69.826.000,R$ 71.706.000,Tradicional,"31,65%",-,R$ 5.000,Materiais Básicos,Artefatos de Ferro e Aço,27/09/2024,"36,47%"
tots3,"R$ 28,27","6,30%","22,18","3,72","1,57%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","3,57","1,57%","34,51%","16,10%","69,10%","15,32%","21,51%","16,09","22,60","16,60","23,30","2,00","9,74","-3,10","7,60","1,27","0,56","16,79%","9,09%","9,32%","-0,11","-0,50","-0,71","0,36","0,54","0,43","2,40","16,45%",R$ 17.447.768.000,R$ 16.918.959.000,R$ 4.687.572.000, 617.183.000,R$ 8.702.896.000,R$ 3.070.913.000,R$ 1.676.416.000,R$ -528.809.000,R$ 2.205.225.000,Novo Mercado,"87,53%","100,00%",R$ 91.480.000,Tecnologia da Informação,Programas e Serviços,14/10/2024,"30,95%"
tpis3,"R$ 6,04","41,45%","1,58","0,29",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,21",-,"1,21%","13,13%","31,62%","8,76%","23,46%","5,47","14,65","0,89","2,37","0,09","-0,95","-0,10","21,10","3,81","0,46","18,08%","2,51%","6,05%","1,48","4,58","12,27","1,55","0,33","0,67","0,40","5,20%",R$ 265.760.000,R$ 1.639.784.000,R$ 928.523.000, 44.000.000,R$ 2.805.696.000,R$ 189.345.000,R$ 1.437.011.000,R$ 1.374.024.000,R$ 62.987.000,Novo Mercado,"42,11%","100,00%",R$ 358.000,Bens Industriais,Exploração de Rodovias,14/10/2024,
trad3,"R$ 6,70","-4,29%","-1,15","1,08",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","5,33",-,-,"-465,11%","28,16%","-389,11%","-349,91%","-1,19","-1,07","-1,52","-1,37","0,97","3,56","-1,50","6,20","-5,84","0,18","-94,30%","-93,37%","-84,89%","-0,24","0,33","0,30","0,01","0,90","0,10","4,48",,R$ 268.140.000,R$ 209.692.000,R$ 247.957.000, 40.021.000,R$ 275.648.000,R$ 96.900.000,R$ 3.134.000,R$ -58.448.000,R$ 61.582.000,Nível 1,"25,54%","100,00%",R$ 1.798.000,Telecomunicações,Telecomunicações,14/10/2024,
tris3,"R$ 5,02","6,27%","7,30","0,67","4,01%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,81","4,01%","28,76%","11,08%","23,83%","14,20%","16,33%","8,54","9,83","4,95","5,70","0,34","0,74","-1,34","7,51","0,69","0,42","9,15%","5,70%","4,76%","0,48","3,59","4,13","0,68","0,51","0,48","2,59","7,71%",R$ 936.820.000,R$ 1.615.423.000,R$ 1.401.459.000, 186.617.000,R$ 2.769.246.000,R$ 2.068.770.000,R$ 948.203.000,R$ 678.603.000,R$ 269.600.000,Novo Mercado,"38,37%","100,00%",R$ 2.909.000,Consumo Cíclico,Incorporações,14/10/2024,"-2,68%"
trpl3,"R$ 31,61","12,25%","7,80","1,12","6,96%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","3,06","6,96%","54,37%","39,21%","52,74%","54,96%","55,41%","7,14","7,20","5,52","5,56","0,54","4,60","-0,65","28,24","4,05","0,18","14,36%","11,82%","7,08%","0,47","2,34","2,36","0,62","0,48","0,50","3,30","15,56%",R$ 18.112.899.000,R$ 26.946.217.000,R$ 18.604.578.000, 658.883.000,R$ 38.556.190.000,R$ 6.495.217.000,R$ 11.452.842.000,R$ 8.833.318.000,R$ 2.619.524.000,Nível 1,"64,18%","80,00%",R$ 61.000,Utilidade Pública,Energia Elétrica,14/10/2024,"8,91%"
trpl4,"R$ 24,84","22,70%","6,13","0,88","8,92%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","2,40","8,92%","54,37%","39,21%","52,74%","54,96%","55,41%","7,14","7,20","4,34","4,37","0,42","3,62","-0,51","28,24","4,05","0,18","14,36%","11,82%","7,08%","0,47","2,34","2,36","0,62","0,48","0,50","3,30","15,56%",R$ 18.112.899.000,R$ 26.946.217.000,R$ 18.604.578.000, 658.883.000,R$ 38.556.190.000,R$ 6.495.217.000,R$ 11.452.842.000,R$ 8.833.318.000,R$ 2.619.524.000,Nível 1,"64,18%",-,R$ 74.165.000,Utilidade Pública,Energia Elétrica,14/10/2024,"8,91%"
tten3,"R$ 10,57","-14,07%","7,57","1,47","1,10%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,48","1,10%","8,42%","6,38%","18,50%","7,83%","8,49%","6,05","6,56","5,68","6,16","0,62","2,28","-1,99","7,21","1,40","1,28","19,36%","14,89%","8,15%","0,09","0,37","0,40","0,55","0,42","0,58","1,65",,R$ 5.267.006.000,R$ 5.605.794.000,R$ 3.594.634.000, 498.297.000,R$ 8.530.219.000,R$ 5.878.986.000,R$ 1.972.642.000,R$ 338.788.000,R$ 1.633.854.000,Nível 1,"22,52%","100,00%",R$ 10.408.000,Consumo não Cíclico,Agricultura,14/10/2024,
tupy3,"R$ 24,21","-3,90%","8,07","0,95","2,76%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,32","2,76%","41,97%","3,93%","17,68%","7,94%","11,28%","4,72","6,70","2,81","4,00","0,30","0,95","-0,81","25,52","3,00","0,94","11,76%","9,43%","3,76%","0,64","1,90","2,70","1,30","0,31","0,68","1,99","16,33%",R$ 3.490.537.000,R$ 5.851.832.000,R$ 3.679.856.000, 144.177.000,R$ 11.704.218.000,R$ 7.400.277.000,R$ 4.789.034.000,R$ 2.361.295.000,R$ 2.427.739.000,Novo Mercado,"99,76%","100,00%",R$ 9.329.000,Bens Industriais,Material Rodoviário,14/10/2024,"9,52%"
txrx3,"R$ 10,00","11,11%","2,24","-0,14",-,"Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,38",-,-,"17,08%","12,28%","48,60%","48,60%","5,99","5,99","0,79","0,79","0,22","-0,29","-0,38","-73,93","4,46","0,59","-6,04%","-464,88%","10,01%","-0,96","5,60","5,60","-0,96","-1,66","2,66","0,35","1,17%",R$ 21.180.000,R$ 324.187.000,R$ -314.889.000, 4.259.000,R$ 189.954.000,R$ 78.583.000,R$ 303.265.000,R$ 303.007.000,R$ 258.000,Tradicional,"100,00%",-,R$ 000,Consumo Cíclico,Fios e Tecidos,27/09/2024,"-2,34%"
ugpa3,"R$ 20,97","7,04%","8,26","1,64","3,12%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,18","3,12%","25,59%","2,20%","7,85%","4,06%","4,76%","5,62","6,58","3,82","4,48","0,61","4,18","-1,04","12,81","2,54","3,36","19,84%","13,30%","7,70%","0,77","1,80","2,11","1,06","0,37","0,61","1,55","7,57%",R$ 23.390.027.000,R$ 34.387.804.000,R$ 14.283.802.000, 1.115.404.000,R$ 38.340.170.000,R$ 15.746.103.000,R$ 15.129.338.000,R$ 10.997.777.000,R$ 4.131.561.000,Novo Mercado,"97,66%","100,00%",R$ 103.807.000,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",14/10/2024,"48,93%"
unip3,"R$ 46,83","-23,57%","10,81","2,00","5,99%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,21","5,99%","61,91%","11,17%","27,42%","8,76%","15,10%","8,79","15,15","8,00","13,79","0,75","2,63","-1,41","23,42","4,33","0,62","18,49%","5,94%","6,95%","0,18","0,73","1,26","0,94","0,37","0,62","2,52","7,76%",R$ 5.385.521.000,R$ 5.875.919.000,R$ 2.676.568.000, 114.263.000,R$ 7.158.097.000,R$ 3.374.105.000,R$ 2.508.893.000,R$ 490.398.000,R$ 2.018.495.000,Tradicional,"55,08%","80,00%",R$ 1.414.000,Materiais Básicos,Químicos Diversos,14/10/2024,"23,61%"
unip5,"R$ 48,00","-34,12%","11,08","2,05","6,32%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,24","6,32%","61,91%","11,17%","27,42%","8,76%","15,10%","8,79","15,15","8,20","14,14","0,77","2,69","-1,45","23,42","4,33","0,62","18,49%","5,94%","6,95%","0,18","0,73","1,26","0,94","0,37","0,62","2,52","7,76%",R$ 5.385.521.000,R$ 5.875.919.000,R$ 2.676.568.000, 114.263.000,R$ 7.158.097.000,R$ 3.374.105.000,R$ 2.508.893.000,R$ 490.398.000,R$ 2.018.495.000,Tradicional,"55,08%",-,R$ 104.000,Materiais Básicos,Químicos Diversos,14/10/2024,"23,61%"
unip6,"R$ 46,70","-30,84%","10,78","1,99","6,54%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,20","6,54%","61,91%","11,17%","27,42%","8,76%","15,10%","8,79","15,15","7,98","13,76","0,75","2,62","-1,41","23,42","4,33","0,62","18,49%","5,94%","6,95%","0,18","0,73","1,26","0,94","0,37","0,62","2,52","7,76%",R$ 5.385.521.000,R$ 5.875.919.000,R$ 2.676.568.000, 114.263.000,R$ 7.158.097.000,R$ 3.374.105.000,R$ 2.508.893.000,R$ 490.398.000,R$ 2.018.495.000,Tradicional,"55,08%",-,R$ 8.264.000,Materiais Básicos,Químicos Diversos,14/10/2024,"23,61%"
usim3,"R$ 6,20","-4,32%","14,48","0,33","4,23%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,30","4,23%","62,73%","2,06%","4,02%","0,89%","5,32%","6,97","41,68","5,60","33,49","0,20","0,63","-0,35","18,91","0,43","0,66","2,26%","-2,21%","1,88%","0,04","0,63","3,74","0,27","0,60","0,33","3,59","11,76%",R$ 8.801.728.000,R$ 9.669.785.000,R$ 23.691.673.000, 1.253.079.000,R$ 39.539.710.000,R$ 17.083.849.000,R$ 6.473.105.000,R$ 868.057.000,R$ 5.605.048.000,Nível 1,"53,95%","80,00%",R$ 2.501.000,Materiais Básicos,Siderurgia,14/10/2024,"14,61%"
usim5,"R$ 6,27","0,16%","14,64","0,33","4,53%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,30","4,53%","62,73%","2,06%","4,02%","0,89%","5,32%","6,97","41,68","5,66","33,87","0,20","0,64","-0,35","18,91","0,43","0,66","2,26%","-2,21%","1,88%","0,04","0,63","3,74","0,27","0,60","0,33","3,59","11,76%",R$ 8.801.728.000,R$ 9.669.785.000,R$ 23.691.673.000, 1.253.079.000,R$ 39.539.710.000,R$ 17.083.849.000,R$ 6.473.105.000,R$ 868.057.000,R$ 5.605.048.000,Nível 1,"53,95%",-,R$ 99.423.000,Materiais Básicos,Siderurgia,14/10/2024,"14,61%"
usim6,"R$ 9,90","-39,30%","23,12","0,52","2,86%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,48","2,86%","62,73%","2,06%","4,02%","0,89%","5,32%","6,97","41,68","8,94","53,47","0,31","1,01","-0,55","18,91","0,43","0,66","2,26%","-2,21%","1,88%","0,04","0,63","3,74","0,27","0,60","0,33","3,59","11,76%",R$ 8.801.728.000,R$ 9.669.785.000,R$ 23.691.673.000, 1.253.079.000,R$ 39.539.710.000,R$ 17.083.849.000,R$ 6.473.105.000,R$ 868.057.000,R$ 5.605.048.000,Nível 1,"53,95%",-,,Materiais Básicos,Siderurgia,11/09/2024,"14,61%"
vale3,"R$ 61,93","0,14%","5,77","1,37","11,53%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","1,34","11,53%","66,73%","23,19%","40,66%","33,36%","40,84%","3,83","4,69","3,28","4,01","0,58","46,47","-0,70","45,26","10,74","0,44","23,72%","22,11%","10,17%","0,23","0,56","0,68","0,41","0,43","0,56","1,08","7,17%",R$ 281.100.738.000,R$ 328.855.738.000,R$ 205.451.000.000, 4.539.007.000,R$ 481.483.000.000,R$ 82.438.000.000,R$ 84.111.000.000,R$ 47.755.000.000,R$ 36.356.000.000,Novo Mercado,"94,09%","100,00%",R$ 1.545.655.000,Materiais Básicos,Minerais Metálicos,14/10/2024,
vamo3,"R$ 5,66","-31,91%","9,84","1,24","5,70%","Tenha mais controle sobre suas finanças. Gerencie seus ativos pelas Carteira Investidor 10


ADICIONAR NA CARTEIRA
Saiba mais","0,96","5,70%","55,51%","9,71%","46,84%","34,26%","44,95%","5,90","7,74","2,13","2,79","0,28","4,36","-0,38","4,55","0,58","0,29","12,64%","12,18%","2,80%","2,21","3,78","4,96","2,63","0,22","0,78","1,31","40,12%",R$ 6.250.477.000,R$ 17.358.917.000,R$ 5.023.528.000, 1.104.324.000,R$ 22.657.784.000,R$ 5.992.064.000,R$ 13.195.962.000,R$ 11.108.440.000,R$ 2.087.522.000,Nível 1,"37,63%","100,00%",R$ 78.449.000,Bens Industriais,Material de Transporte,14/10/2024,"34,97%"
